OrganizationIdentifier	OrganizationFormalName	MonitoringLocationIdentifier	MonitoringLocationName	MonitoringLocationTypeName	MonitoringLocationDescriptionText	HUCEightDigitCode	DrainageAreaMeasure/MeasureValue	DrainageAreaMeasure/MeasureUnitCode	ContributingDrainageAreaMeasure/MeasureValue	ContributingDrainageAreaMeasure/MeasureUnitCode	LatitudeMeasure	LongitudeMeasure	SourceMapScaleNumeric	HorizontalAccuracyMeasure/MeasureValue	HorizontalAccuracyMeasure/MeasureUnitCode	HorizontalCollectionMethodName	HorizontalCoordinateReferenceSystemDatumName	VerticalMeasure/MeasureValue	VerticalMeasure/MeasureUnitCode	VerticalAccuracyMeasure/MeasureValue	VerticalAccuracyMeasure/MeasureUnitCode	VerticalCollectionMethodName	VerticalCoordinateReferenceSystemDatumName	CountryCode	StateCode	CountyCode	AquiferName	LocalAqfrName	FormationTypeText	AquiferTypeName	ConstructionDateText	WellDepthMeasure/MeasureValue	WellDepthMeasure/MeasureUnitCode	WellHoleDepthMeasure/MeasureValue	WellHoleDepthMeasure/MeasureUnitCode	ProviderName
USGS-MI	USGS Michigan Water Science Center	USGS-04127800	JORDAN RIVER NEAR EAST JORDAN, MI	Stream		04060105	67.9	sq mi			45.10111787000000	-85.0972788000000	25000	1	minutes	Interpolated from MAP.	NAD83	596.12	feet	.01	feet	Level or other surveyed method.	NAVD88	US	26	009										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-041278852	ST MARYS RIVER BELOW SAULT STE MARIE, MI	Stream		04070001					46.48641050000000	-84.3019810900000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	033										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04127925	PINE RIVER AT STATE HWY M-134 NEAR CHARLES, MI	Stream		04070002	276.1	sq mi			46.05695910000000	-84.6569935000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	097										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04128000	STURGEON RIVER NEAR WOLVERINE, MI	Stream		04070004	198	sq mi			45.29890157000000	-84.6111438000000	24000	1	seconds	Interpolated from MAP.	NAD83	740	feet	8	feet	Interpolated from topographic map.	NGVD29	US	26	031										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04129000	PIGEON RIVER AT PIGEON RIVER HQ NR VANDERBILT, MI	Stream		04070004	62.6	sq mi			45.17084620000000	-84.4383545900000	24000	1	minutes	Interpolated from MAP.	NAD83	886.24	feet	.01	feet	Level or other surveyed method.	NGVD29	US	26	137										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04129500	PIGEON RIVER AT AFTON, MI	Stream		04070004	139	sq mi			45.37445696000000	-84.5150313000000	24000	1	seconds	Interpolated from MAP.	NAD83	675	feet	8	feet	Interpolated from topographic map.	NGVD29	US	26	031										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04130200	EB BLACK RIVER AT BARBER BR NR ATLANTA, MI	Stream		04070005	44	sq mi			45.15251136000000	-84.2964016000000		1	minutes	Interpolated from MAP.	NAD83							US	26	119										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04130500	BLACK RIVER NEAR TOWER, MI	Stream		04070005	311	sq mi			45.39251206000000	-84.3333547000000	24000	1	seconds	Interpolated from MAP.	NAD83	658	feet	5	feet	Interpolated from topographic map.	NGVD29	US	26	031										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04131500	RAINY RIVER NEAR OCQUEOC, MI	Stream		04070005	87.9	sq mi			45.40834529000000	-84.1791800000000		1	minutes	Interpolated from MAP.	NAD83	674.85	feet	10	feet	Reported method of determination.	NGVD29	US	26	141										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04132052	CHEBOYGAN R AT LINCOLN AVE AT CHEBOYGAN, MI	Stream		04070004	1500	sq mi			45.63390070000000	-84.4811465000000	25000	1	minutes	Interpolated from MAP.	NAD83	590.00	feet	.01	feet	Level or other surveyed method.	NGVD29	US	26	031										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04132300	HUNT CREEK AT HUNT CREEK ROAD NEAR LEWISTON, MI	Stream		04070006	11	sq mi			44.86917720000000	-84.1444504000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	119										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04132500	THUNDER BAY RIVER NEAR HILLMAN, MI	Stream		04070006	232	sq mi			45.00834226000000	-83.9724979000000	24000	1	seconds	Interpolated from MAP.	NAD83	760	feet	5	feet	Interpolated from topographic map.	NGVD29	US	26	119										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04133500	THUNDER BAY RIVER NEAR BOLTON, MI	Stream		04070006	588	sq mi			45.12445640000000	-83.6472072000000	24000	1	minutes	Interpolated from MAP.	NAD83	671.96	feet	.01	feet	Level or other surveyed method.	NGVD29	US	26	007										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04134000	NORTH BRANCH THUNDER BAY RIVER NR BOLTON, MI	Stream		04070006	184	sq mi			45.14167905000000	-83.6058168000000	24000	1	minutes	Interpolated from MAP.	NAD83	675.52	feet	.01	feet	Level or other surveyed method.	NGVD29	US	26	007										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04135020	THUNDER BAY RIVER AT ALPENA, MI	Stream		04070006	1240	sq mi			45.07084609000000	-83.4377532000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	007										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04135500	AU SABLE RIVER AT GRAYLING, MI	Stream		04070007	110	sq mi			44.65973729000000	-84.7125289000000	24000	1	minutes	Interpolated from MAP.	NAD83	1123.49	feet	10	feet	Reported method of determination.	NGVD29	US	26	039										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04135605	EB AU SABLE RIVER BELOW FISH HATCH AT GRAYLING, MI	Stream		04070007					44.66612616000000	-84.7044730000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	039										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04135616	AU SABLE RIVER AT KEYSTONE LANDING NR GRAYLING, MI	Stream		04070007					44.66529310000000	-84.6272480000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	039										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04136500	AU SABLE RIVER AT MIO, MI	Stream		04070007	1361	sq mi			44.66001385000000	-84.1311167000000	24000	1	minutes	Interpolated from MAP.	NAD83	929.15	feet	.01	feet	Level or other surveyed method.	NAVD88	US	26	135										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04137500	AU SABLE RIVER NEAR AU SABLE, MI	Stream		04070007	1739	sq mi			44.43640447000000	-83.4338609000000	24000	1	seconds	Interpolated from MAP.	NAD83	583.36	feet	.01	feet	Level or other surveyed method.	NAVD88	US	26	069										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04138000	EAST BRANCH AU GRES RIVER NEAR McIVOR, MI	Stream		04080101	84	sq mi			44.23418498000000	-83.7010940000000	24000	1	seconds	Interpolated from MAP.	NAD83	646.58	feet	.01	feet	Level or other surveyed method.	NGVD29	US	26	069										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04138500	AU GRES RIVER AT COX ROAD NEAR NATIONAL CITY, MI	Stream		04080101	154	sq mi			44.17612990000000	-83.7424848000000	24000	1	seconds	Interpolated from MAP.	NAD83	616.24	feet	.01	feet	Reported method of determination.	NGVD29	US	26	069										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04138900	WILKINS CREEK NEAR ROSE CITY, MI	Stream		04080101	9.15	sq mi			44.40501747000000	-84.1163892900000		1	minutes	Interpolated from MAP.	NAD83	907.46	feet	10	feet	Reported method of determination.	NGVD29	US	26	129										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04139000	HOUGHTON CREEK NEAR LUPTON, MI	Stream		04080101	29.7	sq mi			44.39585060000000	-84.0472194000000	24000	1	minutes	Interpolated from MAP.	NAD83	864.55	feet	10	feet	Reported method of determination.	NGVD29	US	26	129										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04139500	RIFLE RIVER AT RANCH RD NEAR LUPTON, MI	Stream		04080101	56.8	sq mi			44.39335060000000	-84.0383301000000	24000	1	seconds	Interpolated from MAP.	NAD83	857.47	feet	.01	feet	Level or other surveyed method.	NGVD29	US	26	129										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04140000	PRIOR CREEK AT PETERS ROAD NEAR SELKIRK, MI	Stream		04080101	21.4	sq mi			44.33501820000000	-84.0683305000000	24000	1	minutes	Interpolated from MAP.	NAD83	840	feet	10	feet	Reported method of determination.	NGVD29	US	26	129										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04140500	RIFLE RIVER AT STATE ROAD AT SELKIRK, MI	Stream		04080101	117	sq mi			44.31335180000000	-84.0694414000000	24000	1	seconds	Interpolated from MAP.	NAD83	828.47	feet	.01	feet	Level or other surveyed method.	NGVD29	US	26	129										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04141000	SOUTH BRANCH SHEPARDS CREEK NEAR SELKIRK, MI	Stream		04080101	1.15	sq mi			44.30779640000000	-84.0869419000000	24000	1	minutes	Interpolated from MAP.	NAD83	845	feet	10	feet	Reported method of determination.	NGVD29	US	26	129										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04142000	RIFLE RIVER NEAR STERLING, MI	Stream		04080101	320	sq mi			44.07252030000000	-84.0199939000000	24000	1	minutes	Interpolated from MAP.	NAD83	648.95	feet	.01	feet	Level or other surveyed method.	NAVD88	US	26	011										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04143500	NORTH BRANCH KAWKAWLIN RIVER NEAR KAWKAWLIN, MI	Stream		04080102	101	sq mi			43.66807869000000	-83.9702588000000	24000	1	seconds	Interpolated from MAP.	NAD83	584.00	feet	.01	feet	Reported method of determination.	NGVD29	US	26	017										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04143700	SHIAWASSEE RIVER AT EAGLE RD NEAR DAVISBURG, MI	Stream		04080203	10.7	sq mi			42.76697287000000	-83.5732790000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	125										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04143800	BUCKHORN CREEK AT DAVISBURG RD NR HOLLY, MI	Stream		04080203					42.75558400000000	-83.5968903000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	125										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04143830	SHIAWASSEE RIVER AT FISH LAKE RD AT HOLLY, MI	Stream		04080203	49.2	sq mi			42.79919490000000	-83.6477262000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	125										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04143950	SHIAWASSEE RIVER AT BIRD ROAD NEAR ARGENTINE, MI	Stream		04080203					42.80891918000000	-83.8752334000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	049										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04144000	SHIAWASSEE RIVER AT BATH ROAD AT BYRON, MI	Stream		04080203	365	sq mi			42.82364240000000	-83.9457916900000	24000	1	minutes	Interpolated from MAP.	NAD83	811.54	feet	10	feet	Reported method of determination.	NGVD29	US	26	155										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04144500	SHIAWASSEE RIVER AT OWOSSO, MI	Stream		04080203	538	sq mi			43.01502685000000	-84.1799700000000	24000	1	minutes	Interpolated from MAP.	NAD83	706.76	feet	.01	feet	Level or other surveyed method.	NAVD88	US	26	155										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04145000	SHIAWASSEE RIVER NEAR FERGUS, MI	Stream		04080203	637	sq mi			43.25474780000000	-84.1055324000000	24000	1	minutes	Interpolated from MAP.	NAD83	584.94	feet	.23	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04145701	BAD RIVER AT RAILROAD BRIDGE AT ST. CHARLES, MI	Stream		04080203					43.30113669000000	-84.1374790000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04145725	BEAVER CREEK AT STATE HWY 52 NEAR ST. CHARLES, MI	Stream		04080203					43.31058117000000	-84.1422015000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04145737	PICKEREL CREEK AT SHARON ROAD NR ST. CHARLES, MI	Stream		04080203					43.27446995000000	-84.1235890000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04145760	SHIAWASSEE RIVER NEAR SWAN CREEK, MI	Stream		04080203					43.33780380000000	-84.0727546000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04145766	BEAR CREEK AT WEST VERNE ROAD NEAR FERGUS, MI	Stream		04080203					43.26280359000000	-84.0846983000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04145780	MARSH CREEK AT TEFT ROAD AT GARFIELD, MI	Stream		04080203					43.35363706000000	-84.1310906000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04145800	SWAN CREEK AT SWAN CREEK ROAD NEAR ST. CHARLES, MI	Stream		04080203					43.37947056000000	-84.0994229900000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04145803	MARSH CREEK AT MILLER ROAD NEAR ST. CHARLES, MI	Stream		04080203					43.35585940000000	-84.0721993000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04146000	FARMERS CREEK NEAR LAPEER, MI	Stream		04080204	55.3	sq mi			43.04474940000000	-83.3371677900000	24000	1	minutes	Interpolated from MAP.	NAD83	805.33	feet	.01	feet	Level or other surveyed method.	NAVD88	US	26	087										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04147500	FLINT RIVER NEAR OTISVILLE, MI	Stream		04080204	530	sq mi			43.11113726000000	-83.5193965000000	24000	1	minutes	Interpolated from MAP.	NAD83	720.89	feet	.01	feet	Level or other surveyed method.	NAVD88	US	26	049										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04148020	KEARSLEY CREEK AT GRANGER RD AT ORTONVILLE, MI	Stream		04080204	19.6	sq mi			42.84391740000000	-83.4382777000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	125										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04148140	KEARSLEY CREEK NEAR DAVISON, MI	Stream		04080204	99.4	sq mi			43.03363810000000	-83.5813417000000	24000	1	minutes	Interpolated from MAP.	NAD83	746.89	feet	.01	feet	Level or other surveyed method.	NAVD88	US	26	049										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04148142	KEARSLEY CREEK AT BELSAY ROAD NEAR FLINT, MI	Stream		04080204	104	sq mi			43.04086027000000	-83.5957868000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	049										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04148200	SWARTZ CREEK AT ELLIOT ROAD NEAR HOLLY, MI	Stream		04080204	12.1	sq mi			42.82836148000000	-83.6277266000000	24000	1	seconds	Interpolated from MAP.	NAD83	905	feet	5	feet	Interpolated from topographic map.	NGVD29	US	26	125										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04148250	SWARTZ CREEK AT THOMPSON ROAD NR BAYPORT PARK, MI	Stream		04080204	33.3	sq mi			42.86336135000000	-83.6874515000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	125										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-041482663	ALGER CREEK AT HILL ROAD NEAR SWARTZ CREEK, MI	Stream		04080204	19.3	sq mi			42.94197330000000	-83.8460698000000	24000	1	seconds	Interpolated from MAP.	NAD83	761.5	feet	0.1	feet	Differentially corrected Global Positioning System.	NAVD88	US	26	049					20120412					NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04148300	SWARTZ CREEK AT FLINT, MI	Stream		04080204	115	sq mi			42.98780537000000	-83.7324570000000	24000	1	minutes	Interpolated from MAP.	NAD83	727.05	feet	.01	feet	Level or other surveyed method.	NGVD29	US	26	049										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04148380	THREAD CREEK AT PERRYVILLE ROAD NEAR HOLLY, MI	Stream		04080204					42.84447249000000	-83.5524472000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	125										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04148450	THREAD CREEK AT SOUTH DORT HWY AT FLINT, MI	Stream		04080204					42.99863855000000	-83.6538436000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	049										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04148467	FLINT RIVER AT UNIVERSITY AVENUE AT FLINT, MI	Stream		04080204					43.01058297000000	-83.7202350000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	049										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04148500	FLINT RIVER NEAR FLINT, MI	Stream		04080204	956	sq mi			43.03891625000000	-83.7716260000000	24000	1	minutes	Interpolated from MAP.	NAD83	678.29	feet	.01	feet	Reported method of determination.	NAVD88	US	26	049										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04148545	FLINT RIVER AT MAIN STREET AT FLUSHING, MI	Stream		04080204					43.06308340000000	-83.8569067000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	049										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04149000	FLINT RIVER NEAR FOSTERS, MI	Stream		04080204	1153	sq mi			43.30835940000000	-83.9535826000000	24000	1	seconds	Interpolated from MAP.	NAD83	600	feet	2.5	feet	Interpolated from topographic map.	NGVD29	US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04149010	FLINT RIVER AT CRESSWELL ROAD NEAR FOSTERS, MI	Stream		04080204					43.31919299000000	-83.9927509000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04149012	COLE DITCH FLINT RIVER CUTOFF NR ALICIA, MI	Stream		04080203					43.32197080000000	-84.0016401900000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04149500	FLINT RIVER NEAR ALICIA, MI	Stream		04080204					43.31280400000000	-84.0321969000000	24000	1	seconds	Interpolated from MAP.	NAD83	577	feet	2.5	feet	Interpolated from topographic map.	NGVD29	US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04149510	BIRCH RUN AT CURTIS ROAD NEAR BRIDGEPORT, MI	Stream		04080203					43.32169280000000	-83.9746947000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04151000	CASS RIVER AT VASSAR, MI	Stream		04080205	710	sq mi			43.37085670000000	-83.5810694000000	24000	1	minutes	Interpolated from MAP.	NAD83	612.38	feet	.01	feet	Level or other surveyed method.	NGVD29	US	26	157										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04151500	CASS RIVER AT FRANKENMUTH, MI	Stream		04080205	841	sq mi			43.32780210000000	-83.7480196000000	24000	1	minutes	Interpolated from MAP.	NAD83	583.29	feet	.01	feet	Reported method of determination.	NAVD88	US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04152002	CASS RIVER NEAR BRIDGEPORT, MI	Stream		04080205	906	sq mi			43.36502579000000	-83.9549725900000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04152500	TOBACCO RIVER AT GLIDDEN ROAD AT BEAVERTON, MI	Stream		04080201	487	sq mi			43.87946870000000	-84.4738977000000	24000	1	seconds	Interpolated from MAP.	NAD83	682.73	feet	.01	feet	Reported method of determination.	NAVD88	US	26	051										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04153500	SALT RIVER NEAR NORTH BRADLEY, MI	Stream		04080201	138	sq mi			43.70308360000000	-84.4711157000000	24000	1	seconds	Interpolated from MAP.	NAD83	611.32	feet	.01	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	26	111										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04154000	CHIPPEWA RIVER NEAR MOUNT PLEASANT, MI	Stream		04080202	416	sq mi			43.62614048000000	-84.7077896900000	24000	1	minutes	Interpolated from MAP.	NAD83	709.87	feet	.01	feet	Reported method of determination.	NAVD88	US	26	073										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04154500	CHIPPEWA RIVER AT MERIDIAN ROAD NEAR MIDLAND, MI	Stream		04080202	597	sq mi			43.59447250000000	-84.3694405000000	24000	1	minutes	Interpolated from MAP.	NAD83	612.35	feet	10	feet	Reported method of determination.	NGVD29	US	26	111										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04155000	PINE RIVER AT ALMA, MI	Stream		04080202	288	sq mi			43.37947539000000	-84.6555606000000	24000	1	minutes	Interpolated from MAP.	NAD83	718.37	feet	.01	feet	Level or other surveyed method.	NGVD29	US	26	057										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04155500	PINE RIVER NEAR MIDLAND, MI	Stream		04080202	390	sq mi			43.56447276000000	-84.3691619000000	24000	1	minutes	Interpolated from MAP.	NAD83	623.44	feet	.01	feet	Level or other surveyed method.	NAVD88	US	26	111										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04156000	TITTABAWASSEE RIVER AT MIDLAND, MI	Stream		04080201	2400	sq mi			43.59530477000000	-84.2355439000000	24000	1	minutes	Interpolated from MAP.	NAD83	579.47	feet	.01	feet	Reported method of determination.	NAVD88	US	26	111										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04156200	TITTABAWASSEE RIVER AT MAPLETON, MI	Stream		04080201	2450	sq mi			43.56447120000000	-84.1872079000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	111										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04156510	TITTABAWASSEE RIVER AT CENTER ROAD NR SAGINAW, MI	Stream		04080201	2530	sq mi			43.39363718000000	-84.0149754000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04157000	SAGINAW RIVER AT SAGINAW, MI	Stream		04080206	6060	sq mi			43.41280340000000	-83.9630294000000	24000	1	minutes	Interpolated from MAP.	NAD83	565.05	feet	.01	feet	Level or other surveyed method.	IGLD	US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04157005	SAGINAW RIVER AT HOLLAND AVENUE AT SAGINAW, MI	Stream		04080206	6060	sq mi			43.42196990000000	-83.9519180000000	24000	1	seconds	Interpolated from MAP.	NAD83	565.79	feet	.01	feet	Level or other surveyed method.	IGLD	US	26	145										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04157065	SAGINAW RIVER AT WEADOCK ROAD AT ESSEXVILLE, MI	Stream		04080206	6220	sq mi			43.62807796000000	-83.8366418000000	24000	1	seconds	Interpolated from MAP.	NAD83	565.05	feet	.01	feet	Level or other surveyed method.	IGLD	US	26	017										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04158500	PIGEON RIVER NEAR OWENDALE, MI	Stream		04080103	53.2	sq mi			43.76001556000000	-83.2452303000000	24000	1	seconds	Interpolated from MAP.	NAD83	645	feet	2.5	feet	Interpolated from topographic map.	NGVD29	US	26	063										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159130	ST. CLAIR RIVER AT PORT HURON, MI	Stream		04090001	222400	sq mi			42.98697429000000	-82.4246369000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	147										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159140	BISHOP DRAIN AT STONE RD NR DECKERVILLE, MI	Stream		04090001	9.91	sq mi			43.55446300000000	-82.7854901000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	151										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159145	BLACK RIVER AT DECKERVILLE RD NR DECKERVILLE, MI	Stream		04090001	56.4	sq mi			43.52585240000000	-82.7685450000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	151										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159150	BLACK RIVER AT SNOVER ROAD NEAR MCGREGOR, MI	Stream		04090001	77.6	sq mi			43.46752015000000	-82.7524330000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	151										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159170	BERRY DRAIN AT RANGE LINE RD NR MCGREGOR, MI	Stream		04090001	17.2	sq mi			43.45335375000000	-82.7518772000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	151										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159180	BLACK RIVER AT CHURCH ROAD NEAR CARSONVILLE, MI	Stream		04090001	126	sq mi			43.42279940000000	-82.7115975900000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	151										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159190	ELK CREEK AT BROOKS ROAD NEAR VALLEY CENTER, MI	Stream		04090001	23.9	sq mi			43.22863687000000	-82.9116025000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	151										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159200	ELK CREEK AT PALDI ROAD NEAR PECK, MI	Stream		04090001	39.4	sq mi			43.29252400000000	-82.8393785000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	151										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159202	EB SPEAKER AND MAPLE VALLEY DRAIN NEAR PECK, MI	Stream		04090001	19.9	sq mi			43.28002430000000	-82.8385449900000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	151										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159206	MCDONALD DRAIN AT STILSON ROAD NEAR WATERTOWN, MI	Stream		04090001	23.2	sq mi			43.30169050000000	-82.8424342000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	151										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159222	POTTS DRAIN AT HALL ROAD NEAR PECK, MI	Stream		04090001	13.5	sq mi			43.28974578000000	-82.7474308000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	151										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159225	POTTS DRAIN AT AITKEN ROAD NEAR WATERTOWN, MI	Stream		04090001	34	sq mi			43.31863425000000	-82.7374308000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	151										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159230	ELK CREEK AT FRENCH LINE RD NR APPLEGATE, MI	Stream		04090001	177	sq mi			43.36668907000000	-82.7274310000000	24000	1	minutes	Interpolated from MAP.	NAD83							US	26	151										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159250	BLACK RIVER AT APPLEGATE ROAD AT APPLEGATE, MI	Stream		04090001	333	sq mi			43.35502375000000	-82.6493726000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	151										NWIS
USGS-MI	USGS Michigan Water Science Center	USGS-04159270	ARNOT CREEK AT BLACK RIVER ROAD AT CROSWELL, MI	Stream		04090001	13	sq mi			43.28863600000000	-82.6363163000000	24000	1	seconds	Interpolated from MAP.	NAD83							US	26	151										NWIS
