Watershed ID	Location	State Code	Alternate Name	Watershed Name	Latitude (DMS)	Longitude (DMS)	Latitude (dec deg)	Longitude (dec deg)	Acres	Area (km2)	Start Date	End Date	ARS DB Years	Data URL	Notes
38003	GARLAND	TX	Alternate_Name	W-IV					16.2	0.0656	1939-01-01	1947-08-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
39001	SPUR	TX	Alternate_Name	W-1					11.53	0.0467	1927-01-01	1945-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
39002	SPUR	TX	Alternate_Name	W-2					9.39	0.038	1927-01-01	1945-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
39003	SPUR	TX	Alternate_Name	W-3					11.71	0.0474	1927-01-01	1944-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
39004	SPUR	TX	Alternate_Name	W-5					5.53	0.0224	1927-01-01	1935-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
39004	SPUR	TX	Alternate_Name	W-5					5.81	0.0235	1936-01-01	1945-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
39005	SPUR	TX	Alternate_Name	W-6					6.04	0.0244	1927-01-01	1936-04-30		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
39005	SPUR	TX	Alternate_Name	W-6					5.32	0.0215	1936-05-01	1945-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
39006	SPUR	TX	Alternate_Name	W-11					.70	0.0028	1930-01-01	1945-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
39007	SPUR	TX	Alternate_Name	W-12					.41	0.0017	1930-01-01	1945-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
39008	SPUR	TX	Alternate_Name	W-14					.53	0.0021	1930-01-01	1945-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
39009	SPUR	TX	Alternate_Name	W-15					.50	0.002	1930-01-01	1945-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
40001	TYLER	TX	Alternate_Name	W-2					9.15	0.037	1943-01-01	1944-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
40002	TYLER	TX	Alternate_Name	W-3					7.94	0.0321	1932-06-01	1942-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
40003	TYLER	TX	Alternate_Name	W-4					6.38	0.0258	1931-01-01	1932-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
40003	TYLER	TX	Alternate_Name	W-4					5.75	0.0233	1933-01-01	1939-03-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
40003	TYLER	TX	Alternate_Name	W-4					6.05	0.0245	1939-04-01	1942-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
40004	TYLER	TX	Alternate_Name	W-5					1.73	0.007	1932-04-01	1936-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
40004	TYLER	TX	Alternate_Name	W-5					1.57	0.0064	1937-01-01	1942-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
41001	VEGA	TX	Alternate_Name	W-1					129.	0.522	1938-01-01	1943-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
41002	VEGA	TX	Alternate_Name	W-2					95.9	0.3881	1938-02-01	1943-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42001	RIESEL	TX	Alternate_Name	A					42.	0.17	1938-06-31	1943-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42002	RIESEL	TX	Alternate_Name	C	313111	-965334	31.51972	-96.89278	579.	2.3431	1938-02-01	1943-06-31	1968-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42002	RIESEL	TX	Alternate_Name	C	313111	-965334	31.51972	-96.89278	579.	2.3431	1949-03-01	1992-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42003	RIESEL	TX	Alternate_Name	D	313038	-965322	31.51056	-96.88944	1110.	4.492	1937-12-01	1943-06-31	1939-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42003	RIESEL	TX	Alternate_Name	D	313038	-965322	31.51056	-96.88944	1110.	4.492	1949-03-01	1992-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42004	RIESEL	TX	Alternate_Name	G	312859	-965206	31.48306	-96.86833	4380.	17.7252	1938-01-01	1943-06-31	1968-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42004	RIESEL	TX	Alternate_Name	G	312859	-965206	31.48306	-96.86833	4380.	17.7252	1957-07-01	1988-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42005	RIESEL	TX	Alternate_Name	J					5860.	23.7146	1937-07-01	1943-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42006	RIESEL	TX	Alternate_Name	W-1	312727	-965248	31.4575	-96.88	176.	0.7122	1937-07-01	1968-12-31	1940-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42006	RIESEL	TX	Alternate_Name	W-1	312727	-965248	31.4575	-96.88	174.	0.7042	1969-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42007	RIESEL	TX	Alternate_Name	W-2	312719	-965255	31.45528	-96.88194	130.	0.5261	1937-07-01	1975-12-31	1968-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42008	RIESEL	TX	Alternate_Name	W-6	312724	-965311	31.45667	-96.88639	42.3	0.1712	1939-05-01	1943-06-31	1968-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42008	RIESEL	TX	Alternate_Name	W-6	312724	-965311	31.45667	-96.88639	42.3	0.1712	1946-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42009	RIESEL	TX	Alternate_Name	W-8					40.4	0.1635	1938-08-01	1943-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42010	RIESEL	TX	Alternate_Name	W-10	312712	-965300	31.45333	-96.88333	19.7	0.0797	1938-08-01	Present	1968-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42011	RIESEL	TX	Alternate_Name	Y	312836	-965236	31.47667	-96.87667	309.	1.2505	1937-05-01	1943-06-31	1968-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42011	RIESEL	TX	Alternate_Name	Y	312836	-965236	31.47667	-96.87667	309.	1.2505	1946-05-01	Present		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42012	RIESEL	TX	Alternate_Name	Y-2	312830	-965246	31.475	-96.87944	132.	0.5342	1939-01-01	Present	1940-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42013	RIESEL	TX	Alternate_Name	Y-4	312830	-965254	31.475	-96.88167	79.9	0.3233	1939-01-01	1943-06-31	1968-1968	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42013	RIESEL	TX	Alternate_Name	Y-4	312830	-965254	31.475	-96.88167	79.9	0.3233	1946-01-01	1968-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42014	RIESEL	TX	Alternate_Name	Y-6	312826	-965309	31.47389	-96.88583	20.90	0.0846	1939-01-01	1943-06-31	1968-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42014	RIESEL	TX	Alternate_Name	Y-6	312826	-965309	31.47389	-96.88583	20.90	0.0846	1947-05-01	1955-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42014	RIESEL	TX	Alternate_Name	Y-6	312826	-965309	31.47389	-96.88583	16.3	0.066	1956-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42015	RIESEL	TX	Alternate_Name	Y-7	312808	-965249	31.46889	-96.88028	40.	0.1619	1939-01-01	1943-06-31	1968-1975	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42015	RIESEL	TX	Alternate_Name	Y-7	312808	-965249	31.46889	-96.88028	40.	0.1619	1947-05-01	1975-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42016	RIESEL	TX	Alternate_Name	Y-8	312822	-965254	31.47278	-96.88167	20.8	0.0842	1939-03-01	1943-06-31	1968-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42016	RIESEL	TX	Alternate_Name	Y-8	312822	-965254	31.47278	-96.88167	20.8	0.0842	1949-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42017	RIESEL	TX	Alternate_Name	Y-10	312831	-965310	31.47528	-96.88611	21.0	0.085	1938-07-01	1943-07-31	1968-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42017	RIESEL	TX	Alternate_Name	Y-10	312831	-965310	31.47528	-96.88611	21.0	0.085	1946-05-01	1955-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42017	RIESEL	TX	Alternate_Name	Y-10	312831	-965310	31.47528	-96.88611	18.6	0.0753	1956-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42018	RIESEL	TX	Alternate_Name	SW-2					2.7	0.0109	1938-04-01	1943-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42019	RIESEL	TX	Alternate_Name	SW-3					3.09	0.0125	1939-01-01	1943-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42020	RIESEL	TX	Alternate_Name	SW-5					3.09	0.0125	1938-10-01	1943-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42021	RIESEL	TX	Alternate_Name	SW-6					3.04	0.0123	1938-11-01	1943-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42022	RIESEL	TX	Alternate_Name	SW-7					3.15	0.0127	1938-03-01	1943-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42023	RIESEL	TX	Alternate_Name	SW-11	312802	-965304	31.46722	-96.88444	3.23	0.0131	1938-03-01	1943-06-31	1969-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42023	RIESEL	TX	Alternate_Name	SW-11	312802	-965304	31.46722	-96.88444	2.66	0.0108	1969-07-01	1987-12-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42024	RIESEL	TX	Alternate_Name	SW-12	312848	-965259	31.48	-96.88306	2.97	0.012	1938-01-01	1943-06-31	1968-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42024	RIESEL	TX	Alternate_Name	SW-12	312848	-965259	31.48	-96.88306	2.97	0.012	1947-06-01	Present		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42025	RIESEL	TX	Alternate_Name	SW-13					3.19	0.0129	1938-03-01	1943-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42026	RIESEL	TX	Alternate_Name	SW-14					3.02	0.0122	1939-04-01	1943-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42027	RIESEL	TX	Alternate_Name	SW-16					3.17	0.0128	1937-10-01	1943-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42028	RIESEL	TX	Alternate_Name	SW-17	312745	-965314	31.4625	-96.88722	2.99	0.0121	1939-02-01	1943-06-31	1968-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42028	RIESEL	TX	Alternate_Name	SW-17	312745	-965314	31.4625	-96.88722	2.99	0.0121	1948-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42029	RIESEL	TX	Alternate_Name	SW-18					3.04	0.0123	1938-04-01	1943-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42030	RIESEL	TX	Alternate_Name	Z					310.	1.2545	1939-06-01	1943-06-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42031	RIESEL	TX	Alternate_Name	P-1	312725	-965235	31.45694	-96.87639	.24	0.001	1938-01-01	1943-06-31	1968-1968	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42031	RIESEL	TX	Alternate_Name	P-1	312725	-965235	31.45694	-96.87639	.24	0.001	1960-01-01	1968-06-01		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42032	RIESEL	TX	Alternate_Name	P-2	312724	-965234	31.45667	-96.87611	.24	0.001	1938-01-01	1943-06-31	1968-1968	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42032	RIESEL	TX	Alternate_Name	P-2	312724	-965234	31.45667	-96.87611	.24	0.001	1960-01-01	1968-06-01		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42033	RIESEL	TX	Alternate_Name	P-3	312723	-965233	31.45639	-96.87583	.24	0.001	1938-01-01	1943-06-31	1968-1968	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42033	RIESEL	TX	Alternate_Name	P-3	312723	-965233	31.45639	-96.87583	.24	0.001	1960-01-01	1968-06-01		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42034	RIESEL	TX	Alternate_Name	P-4	312722	-965232	31.45611	-96.87556	.24	0.001	1938-01-01	1943-06-01	1968-1968	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42034	RIESEL	TX	Alternate_Name	P-4	312722	-965232	31.45611	-96.87556	.24	0.001	1960-01-01	1968-06-01		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42035	RIESEL	TX	Alternate_Name	SW-19	312835	-965349	31.47639	-96.89694	3.25	0.0132	1970-01-01	1983-12-31	1970-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42036	RIESEL	TX	Alternate_Name	SW-20	312833	-965344	31.47583	-96.89556	3.21	0.013	1970-01-01	1983-12-31	1970-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42037	RIESEL	TX	Alternate_Name	Y-13	312836	-965239	31.47667	-96.8775	11.3	0.0457	1969-01-01	Present	1969-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42038	RIESEL	TX	Alternate_Name	Y-14	312811	-965255	31.46972	-96.88194	5.6	0.0227	1969-01-01	Present	1969-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42039	RIESEL	TX	Alternate_Name	W-12	312756	-965307	31.46556	-96.88528	9.9	0.0401	1969-01-01	Present	1969-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
42040	RIESEL	TX	Alternate_Name	W-13	312757	-965308	31.46583	-96.88556	11.3	0.0457	1969-01-01	Present	1969-1981	https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
43001	HAYS	KS	Alternate_Name	6L					2.85	0.0115	1934-01-01	1938-12-31			 
43002	HAYS	KS	Alternate_Name	AG					1.61	0.0065	1932-01-01	1947-12-31			 
44001	HASTINGS	NE	Alternate_Name	W-3	401547	-982231	40.26306	-98.37528	481.	1.9465	1938-08-01	1967-12-31	1939-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44002	HASTINGS	NE	Alternate_Name	W-5	401441	-982148	40.24472	-98.36333	411.	1.6633	1939-07-01	1967-12-31	1939-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44003	HASTINGS	NE	Alternate_Name	W-8	401351	-982241	40.23083	-98.37806	2086.	8.4417	1938-01-01	1967-12-31	1938-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44004	HASTINGS	NE	Alternate_Name	W-11	401251	-982201	40.21417	-98.36694	3490.	14.1235	1939-01-01	1967-12-31	1939-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44005	HASTINGS	NE	Alternate_Name	1-H	401602	-982208	40.26722	-98.36889	3.62	0.0146	1939-03-01	1967-12-31	1939-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44006	HASTINGS	NE	Alternate_Name	2-H	401554	-982212	40.265	-98.37	3.40	0.0138	1939-03-01	1954-12-31	1939-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44006	HASTINGS	NE	Alternate_Name	2-H	401554	-982212	40.265	-98.37	3.40	0.0138	1958-01-01	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44007	HASTINGS	NE	Alternate_Name	3-H	401550	-982224	40.26389	-98.37333	3.95	0.016	1939-03-01	1958-12-31	1939-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44007	HASTINGS	NE	Alternate_Name	3-H	401550	-982224	40.26389	-98.37333	3.77	0.0153	1959-01-01	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44008	HASTINGS	NE	Alternate_Name	4-H	401556	-982224	40.26556	-98.37333	3.84	0.0155	1939-04-01	1954-12-31	1939-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44008	HASTINGS	NE	Alternate_Name	4-H	401556	-982224	40.26556	-98.37333	3.84	0.0155	1958-01-01	1958-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44008	HASTINGS	NE	Alternate_Name	4-H	401556	-982224	40.26556	-98.37333	3.64	0.0147	1959-01-01	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44009	HASTINGS	NE	Alternate_Name	5-H	401600	-982227	40.26667	-98.37417	3.93	0.0159	1939-04-01	1956-12-31	1939-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44009	HASTINGS	NE	Alternate_Name	5-H	401600	-982227	40.26667	-98.37417	3.93	0.0159	1958-01-01	1958-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44009	HASTINGS	NE	Alternate_Name	5-H	401600	-982227	40.26667	-98.37417	4.02	0.0163	1959-01-01	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44010	HASTINGS	NE	Alternate_Name	6-H	401604	-982227	40.26778	-98.37417	4.16	0.0168	1939-04-01	1956-12-31	1939-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44010	HASTINGS	NE	Alternate_Name	6-H	401604	-982227	40.26778	-98.37417	4.16	0.0168	1958-01-01	1958-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44010	HASTINGS	NE	Alternate_Name	6-H	401604	-982227	40.26778	-98.37417	4.01	0.0162	1959-01-01	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44011	HASTINGS	NE	Alternate_Name	7-H	401606	-982226	40.26833	-98.37389	4.15	0.0168	1939-04-01	1956-12-31	1939-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44011	HASTINGS	NE	Alternate_Name	7-H	401606	-982226	40.26833	-98.37389	4.15	0.0168	1958-01-01	1958-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44011	HASTINGS	NE	Alternate_Name	7-H	401606	-982226	40.26833	-98.37389	4.26	0.0172	1959-01-01	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44012	HASTINGS	NE	Alternate_Name	8-H	401606	-982217	40.26833	-98.37139	3.93	0.0159	1939-03-01	1955-01-04	1939-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44012	HASTINGS	NE	Alternate_Name	8-H	401606	-982217	40.26833	-98.37139	3.93	0.0159	1958-01-01	1958-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44012	HASTINGS	NE	Alternate_Name	8-H	401606	-982217	40.26833	-98.37139	3.97	0.0161	1959-01-01	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44013	HASTINGS	NE	Alternate_Name	9-H	401551	-982239	40.26417	-98.3775	3.78	0.0153	1939-04-01	1954-12-31	1939-1954	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44014	HASTINGS	NE	Alternate_Name	10-H	401558	-982243	40.26611	-98.37861	3.98	0.0161	1939-04-01	1954-12-31	1939-1954	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44015	HASTINGS	NE	Alternate_Name	11-H	401555	-982249	40.26528	-98.38028	3.85	0.0156	1939-04-01	1954-12-31	1939-1954	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44016	HASTINGS	NE	Alternate_Name	12-H	401554	-982251	40.265	-98.38083	3.66	0.0148	1939-04-01	1954-12-31	1939-1954	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44017	HASTINGS	NE	Alternate_Name	13-H	401540	-982301	40.26111	-98.38361	3.41	0.0138	1939-04-01	1954-12-31	1939-1954	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44018	HASTINGS	NE	Alternate_Name	14-H	401536	-982307	40.26	-98.38528	3.35	0.0136	1939-04-01	1954-12-31	1939-1954	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44019	HASTINGS	NE	Alternate_Name	15-H	401524	-982253	40.25667	-98.38139	3.62	0.0146	1939-04-01	1954-12-31	1939-1954	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44020	HASTINGS	NE	Alternate_Name	16-H	401524	-982305	40.25667	-98.38472	3.57	0.0144	1939-04-01	1954-12-31	1939-1954	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44021	HASTINGS	NE	Alternate_Name	17-H					3.96	0.016	1939-04-01	1954-12-31	1939-1954	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44022	HASTINGS	NE	Alternate_Name	18-H	401629	-982213	40.27472	-98.37028	3.74	0.0151	1939-07-01	1955-07-30	1939-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44022	HASTINGS	NE	Alternate_Name	18-H	401629	-982213	40.27472	-98.37028	3.74	0.0151	1957-02-08	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44023	HASTINGS	NE	Alternate_Name	19-H	401604	-982306	40.26778	-98.385	4.10	0.0166	1941-04-01	1954-12-31	1941-1954	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44024	HASTINGS	NE	Alternate_Name	20-H	401558	-982302	40.26611	-98.38389	4.05	0.0164	1941-04-01	1954-12-31	1941-1954	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44025	HASTINGS	NE	Alternate_Name	21-H	401600	-982254	40.26667	-98.38167	3.94	0.0159	1941-04-01	1954-12-31	1941-1954	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44026	HASTINGS	NE	Alternate_Name	22-H	401538	-982201	40.26056	-98.36694	3.83	0.0155	1941-04-01	1954-12-31	1941-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44026	HASTINGS	NE	Alternate_Name	22-H	401538	-982201	40.26056	-98.36694	3.83	0.0155	1962-05-23	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44027	HASTINGS	NE	Alternate_Name	23-H	401540	-982155	40.26111	-98.36528	4.20	0.017	1941-04-01	1954-12-31	1941-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44027	HASTINGS	NE	Alternate_Name	23-H	401540	-982155	40.26111	-98.36528	4.20	0.017	1962-05-23	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44028	HASTINGS	NE	Alternate_Name	24-H	401533	-982157	40.25917	-98.36583	4.21	0.017	1941-04-01	1954-12-31	1941-1954	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
44029	HASTINGS	NE	Alternate_Name	25-H	401555	-982207	40.26528	-98.36861	2.24	0.0091	1963-04-26	1967-12-31	1963-1967	https://hrsl.ba.ars.usda.gov/wdc/ne.htm	 
45001	SAFFORD	AZ	Alternate_Name	W-I	325026	-1093130	32.84056	-109.525	519.3	2.1015	1939-06-01	1969-12-31	1939-1969	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
45002	SAFFORD	AZ	Alternate_Name	W-II	325020	-1100012	32.83889	-110.00333	682.4	2.7616	1939-01-01	1969-12-31	1939-1969	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
45003	SAFFORD	AZ	Alternate_Name	W-IV	323722	-1093642	32.62278	-109.61167	764.	3.0918	1939-01-01	1969-12-31	1939-1969	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
45004	SAFFORD	AZ	Alternate_Name	W-V	322522	-1093930	32.42278	-109.65833	723.	2.9259	1939-01-01	1969-12-31	1939-1969	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
46001	COLORADO SPR.	CO	Alternate_Name	W-1					10.6	0.0429	1938-04-01	1946-11-30			 
46002	COLORADO SPR.	CO	Alternate_Name	W-2					39.7	0.1607	1938-04-01	1946-11-30			 
46003	COLORADO SPR.	CO	Alternate_Name	W-3					35.4	0.1433	1938-04-01	1946-11-30			 
46004	COLORADO SPR.	CO	Alternate_Name	W-4					35.6	0.1441	1938-04-01	1946-11-30			 
47001	ALBUQUERQUE	NM	Alternate_Name	W-I	351042	-1070130	35.17833	-107.025	246.	0.9955	1939-08-01	1969-12-31	1939-1969	https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
47002	ALBUQUERQUE	NM	Alternate_Name	W-II	351100	-1070118	35.18333	-107.02167	40.1	0.1623	1939-08-01	1969-12-31	1939-1969	https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
47003	ALBUQUERQUE	NM	Alternate_Name	W-III	351124	-1070124	35.19	-107.02333	155.	0.6273	1939-07-01	1946-12-31	1939-1969	https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
47003	ALBUQUERQUE	NM	Alternate_Name	W-III	351124	-1070124	35.19	-107.02333	183.	0.7406	1947-01-01	1956-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
47003	ALBUQUERQUE	NM	Alternate_Name	W-III	351124	-1070124	35.19	-107.02333	168.3	0.6811	1957-01-01	1964-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
47003	ALBUQUERQUE	NM	Alternate_Name	W-III	351124	-1070124	35.19	-107.02333	176.	0.7122	1965-07-01	1969-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
48001	MEXICAN SPR.	NM	Alternate_Name	W-1					187.	0.7568	1938-04-01	1942-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
48002	MEXICAN SPR.	NM	Alternate_Name	W-2					610.	2.4686	1937-01-01	1942-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
48003	MEXICAN SPR.	NM	Alternate_Name	W-3					1325.	5.3621	1938-05-01	1942-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
48004	MEXICAN SPR.	NM	Alternate_Name	W-6					5550.	22.4601	1937-06-01	1942-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
48005	MEXICAN SPR.	NM	Alternate_Name	W-7					495.	2.0032	1938-01-01	1942-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
48006	MEXICAN SPR.	NM	Alternate_Name	W-8					20910.	84.6198	1937-01-01	1942-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
48007	MEXICAN SPR.	NM	Alternate_Name	W-10					17220.	69.6869	1937-06-01	1942-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
48008	MEXICAN SPR.	NM	Alternate_Name	W-11					46080.	186.4793	1937-01-01	1939-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
48009	MEXICAN SPR.	NM	Alternate_Name	W-12					2550.	10.3195	1937-01-01	1939-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
48010	MEXICAN SPR.	NM	Alternate_Name	W-13					3360.	13.5974	1937-01-01	1939-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
48011	MEXICAN SPR.	NM	Alternate_Name	W-14					3560.	14.4068	1937-12-31	1938-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
