stid,station_name,lat,lon,elev,begints,iem_network
NBUN7,N BUFFALO CR AT CHURCH ST AT GSO  AT North Buffalo Ck at Church,36.0978,-79.7819,225,2010-12-07 00:00,NC_DCP
NBWN7,N BUFFALO CR AT WESTOVER TERRACE  AT North Buffalo Ck at Westove,36.0775,-79.8133,238,2010-12-07 00:00,NC_DCP
NBCN7,N BUFFALO CR NR GREENSBORO  AT North Buffalo Ck at SR2832 nr Gre,36.1203,-79.7083,217,2010-12-07 00:00,NC_DCP
GNBT2,NBU TOWER ON GERONIMO CREEK,29.7183,-97.9911,212,2010-12-07 00:00,TX_DCP
MHYN7,NCDOT,35.1075,-80.685,230,2010-12-07 00:00,NC_DCP
CUWN7,NCFS MET SITE NR CULLOWHEE,35.3167,-83.2,792,2010-12-07 00:00,NC_DCP
NCCT1,N Chickamauga Creek  AT Mile Straight,35.2383,-85.2358,275,2010-12-07 00:00,TN_DCP
NCSW1,NCSB-N CASCADE SMOKE JUMPER BS,48.4333,-120.1333,688,2010-12-07 00:00,WA_DCP
JTNN8,ND JAMESTOWN 38 WSW,46.7702,-99.4778,584,2010-03-29 00:00,ND_DCP
NGTN8,ND NORTHGATE 5 ESE,48.9676,-102.1702,559,2010-03-30 00:00,ND_DCP
FDAT2,Ne 28Th Street,32.7953,-97.3369,177,2011-06-01 00:00,TX_DCP
NEAW1,Neah Bay NOS Tide,48.3683,-124.6167,-0.5419983,2012-12-26 00:00,WA_DCP
NELS1,NEAL SHOALS RES BROAD RIVER 4 NW Neal Shoals Reservoir near Leed,34.6642,-81.4492,98,2010-12-07 00:00,SC_DCP
NRGV2,NEALY RIDGE,37.15,-82.3333,613,2010-12-07 00:00,VA_DCP
MULN7,Near Mulberry,36.035,-81.645,470,2010-12-07 00:00,NC_DCP
OROI1,Near Orofino 3 E Near Orofino,46.473,-116.1775,429,2010-12-07 00:00,ID_DCP
NBOV2,NEBO,36.9,-81.4333,719,2010-12-07 00:00,VA_DCP
EDMM2,Ne Branch Anacostia River  AT Edmonston,38.9494,-76.9347,4,2010-12-07 00:00,MD_DCP
RVDM2,Ne Branch Anacostia River  AT Riverdale - Riverdale Rd,38.9603,-76.9258,9,2010-12-07 00:00,MD_DCP
NCHW3,NECEDAH 5WNW,44.0602,-90.1736,280,2007-12-31 00:00,WI_DCP
NEHW3,NECEDAH 1W,44.0222,-90.0833,290,2007-12-31 00:00,WI_DCP
ROKT2,Neches River 1 N Rockland,31.025,-94.3994,40,2010-12-07 00:00,TX_DCP
TBFT2,Neches River 2 NE Town Bluff,30.7908,-94.1508,35,2010-12-07 00:00,TX_DCP
EVDT2,Neches River 3 S Evadale,30.3563,-94.0934,18,2010-12-07 00:00,TX_DCP
NCST2,Neches River 4 NE Neches,31.8922,-95.4306,91,2010-12-07 00:00,TX_DCP
DIBT2,Neches River 4 S Diboll,31.1328,-94.8097,51,2010-12-07 00:00,TX_DCP
NSBT2,Neches River 5 N Neches River Saltwater Barrier,30.1567,-94.1142,12,2010-12-07 00:00,TX_DCP
ATOT2,Neches River 8 SW Alto,31.5794,-95.1658,73,2010-12-30 00:00,TX_DCP
LPTT2,Neches River  AT Lake Palestine,32.0533,-95.4367,99,2010-12-07 00:00,TX_DCP
BLFC2,Nederland,40.0033,-105.4003,2120.3586,,CO_DCP
RHDT2,Nederland 2NW - Rhodair Gully,29.982,-94.0295,3,2022-05-11 00:00,TX_DCP
ONFN6,Nedrow - Onondaga Res,42.93083,-76.17333,149,2023-01-31 00:00,NY_DCP
NCKC2,NEEDLE CREEK RAWS,38.3894,-106.5303,2723,2010-12-07 00:00,CO_DCP
PKMC1,Needles,34.7273,-114.5119,145.68523,2016-08-03 00:00,CA_DCP
NSFC1,Needles 1S - Sheriff,34.8349,-114.6171,186,2022-05-16 00:00,CA_DCP
RVPC1,Needles 2NW - Desert View,34.8682,-114.6406,171,2022-05-16 00:00,CA_DCP
NEYC1,Needles 6S - Yard,34.7685,-114.6143,263,2022-05-16 00:00,CA_DCP
NDMN7,Needmore Rain,35.3364,-83.5271,553.8482,2014-09-24 00:00,NC_DCP
FHIT2,Needville - Fairchilds Creek,29.4043,-95.8439,27,2022-04-07 00:00,TX_DCP
EKBK2,NE-ELK KNOB,37.7833,-83.1,379,2010-12-07 00:00,KY_DCP
NEEC1,NEENACH,34.7944,-118.6208,905,2010-12-07 00:00,CA_DCP
DEDM4,Negaunee 3N,46.556,-87.6134,449,2023-05-03 00:00,MI_DCP
VENO3,Nehalem R 6 WSW Vernonia,45.8072,-123.2819,233,2010-12-07 00:00,OR_DCP
FSSO3,Nehalem River  AT Foss,45.7042,-123.7542,31,2010-12-07 00:00,OR_DCP
NKAW3,NEKOOSA-6SE DNR AUTOMATED,44.2567,-89.81,306,2007-12-31 00:00,WI_DCP
LNON1,NE LINCOLN 11 SW,40.6954,-96.8541,415,2010-03-24 00:00,NE_DCP
LOLN1,NE LINCOLN 8 ENE,40.8484,-96.5651,367,2010-03-24 00:00,NE_DCP
NELC2,Nelson Farm,40.5422,-105.0444,1510,2011-06-08 00:00,CO_DCP
NELN3,Nelson - Granite Lake,43.02,-72.15,431.67508,2011-01-04 00:00,NH_DCP
NPKN2,NELSON PEAK ALERT,35.7011,-114.8917,1481,2010-12-07 00:00,NV_DCP
NLSM8,NELSON RESERVOIR,48.5258,-107.5167,670,2010-12-07 00:00,MT_DCP
XCNC1,Nelson Road - Cherokee Canal,39.5975,-121.70222,52.748962,2020-05-05 00:00,CA_DCP
NSCM8,Nelson South Canal Near Saco 10Nw,48.52833,-107.51667,674.9119,2011-07-12 00:00,MT_DCP
NSOO1,Nelsonville,39.4333,-82.2167,233,2010-02-04 00:00,OH_DCP
SOSW3,Superior,46.63333,-92.09389,188,2008-10-16 00:00,WI_DCP
NMOS2,NEMO RAWS,44.1722,-103.5042,1450,2007-12-31 00:00,SD_DCP
NICA2,Nenana ICE,64.5664,-149.1004,105.66009,2012-02-06 00:00,AK_DCP
HNRA2,NENANA RIVER 1 E Nenana River at Healy,63.85,-148.9667,453.665,2010-12-07 00:00,AK_DCP
NESA2,NENANA SCAN,64.69,-148.91,126.5,2011-05-21 00:00,AK_DCP
NSOK1,Neosho  AT Oswego 3E - Neosho River,37.165,-95.0628,247,2011-02-25 00:00,KS_DCP
NBEK1,NEOSHO R AT BURLINGAME RD NR EMPORIA,38.4286,-96.1581,340,2009-09-03 00:00,KS_DCP
OSWK1,Neosho River 1 N Oswego,37.1667,-95.1,277,2008-09-05 00:00,KS_DCP
DUNK1,NEOSHO RIVER 2 N DUNLAP,38.5547,-96.3711,363,2007-12-31 00:00,KS_DCP
MFDO2,NEOSHO RIVER 2 NNW HUDSON LAKE,36.2316,-95.1933,171,2010-12-06 00:00,OK_DCP
AMCK1,Neosho River 2 S Americus,38.4667,-96.25,346,2007-12-31 00:00,KS_DCP
PKVK1,Neosho River 2 SE Parkerville,38.7486,-96.6494,406,2007-12-31 00:00,KS_DCP
LNGO2,NEOSHO RIVER 2 S Langley,36.4389,-95.0483,199,2010-12-07 00:00,OK_DCP
LNRO2,NEOSHO RIVER 2 S LANGLEY - SVC RD,36.4619,-95.0333,201,2010-12-07 00:00,OK_DCP
CNUK1,Neosho River 3 N Chanute,37.7333,-95.4333,282,2007-12-31 00:00,KS_DCP
GIBO2,NEOSHO RIVER 5 E FORT GIBSON LAKE,35.8711,-95.2286,163,2010-12-06 00:00,OK_DCP
COMO2,Neosho River 5 W Commerce,36.9286,-94.9572,234,2010-12-07 00:00,OK_DCP
PPFK1,Neosho River 8 E Parsons,37.34,-95.11,253,2007-12-31 00:00,KS_DCP
BRLK1,Neosho River  AT Burlington,38.2,-95.7333,315,2007-12-31 00:00,KS_DCP
CGRK1,NEOSHO RIVER  AT COUNCIL GROVE,38.6667,-96.5,397,2007-12-31 00:00,KS_DCP
PENO2,NEOSHO RIVER  AT GRAND LAKE,36.4713,-95.0386,223,2010-12-06 00:00,OK_DCP
IOLK1,Neosho River  AT Iola,37.9222,-95.4275,289,2007-12-31 00:00,KS_DCP
MIAO2,NEOSHO RIVER  AT Miami,36.8647,-94.8786,238,2010-12-07 00:00,OK_DCP
NEOK1,Neosho River  AT Neosho Rapids,38.3672,-95.995,336,2009-04-27 00:00,KS_DCP
NSOM7,NEOSHO WATER STATION,36.805,-94.3147,386,2008-10-16 00:00,MO_DCP
GRLM3,Neponset  AT Canton,42.2092,-71.1464,17,2010-12-07 00:00,MA_DCP
MLTM3,Neponset River  AT Milton Village,42.2708,-71.0689,13,2010-12-07 00:00,MA_DCP
NRWM3,Neponset River  AT Norwood,42.2333,-71.2,59,2010-12-07 00:00,MA_DCP
RSTM2,Nepp Site At Reisterstown,39.3,-76.5025,0,2011-11-21 00:00,MD_DCP
UVDV1,NERON SITE AT UNION VILLAGE DAM,43.7914,-72.2572,139,2010-12-07 00:00,VT_DCP
SFXC1,NERRS Meteorological Site At Rush Ranch,38.20046,-122.02646,2.0385077,2010-12-07 00:00,CA_DCP
WEXM1,Nerrs Meteorological Site At Wells Reserve,43.34056,-70.54972,10.353662,2010-12-07 00:00,ME_DCP
EVMC1,NERRS NOS TIDE GAGE  AT ELKHORN SLOUGH NEAR VIERRA MOUTH,36.8111,-121.7458,-0.91653603,2012-07-18 00:00,CA_DCP
EAZC1,NERRS NOS TIDE GAGE  AT ELKHORN SLOUGH NERR WQ AZEVEDO,36.8458,-121.7538,2.2938418,2014-05-19 00:00,CA_DCP
ELQC1,NERRS NOS TIDE GAGE  AT NERRS WQ AT ELKHORN SLOUGH IN WATSONVILL,36.81806,-121.73944,3.33607,2010-12-07 00:00,CA_DCP
GBQN3,Nerrs Water Quality  Site At Great Bay Near Durham,43.13444,-70.91278,0,2010-12-07 00:00,NH_DCP
LTQM2,Nerrs Water Quality Site Near Riverside,39.45083,-76.27472,0.17161241,2010-12-07 00:00,MD_DCP
BVQW1,Nerrs Water Quality Site  Padilla Bay At Bayview,48.49639,-122.50056,0,2010-12-07 00:00,WA_DCP
NESP1,NESCOPECK PASS,41.0833,-75.9667,411,2010-12-07 00:00,PA_DCP
LNGP1,Neshaminy Creek  AT Langhorne,40.1667,-74.9667,80,2010-12-07 00:00,PA_DCP
PEPP1,Neshaminy Creek  AT Penns Park,40.2517,-75.0078,46,2010-12-08 00:00,PA_DCP
RUSP1,Neshaminy Creek  AT Rushland,40.2603,-75.0353,47,2010-12-07 00:00,PA_DCP
NESN4,NESHANIC,40.4667,-74.7167,177,2010-12-07 00:00,NJ_DCP
REAN4,Neshanic  AT Reaville,40.4694,-74.8283,40,2010-12-07 00:00,NJ_DCP
RNEM6,NESHOBA RAWS,32.7275,-89.0989,179,2010-12-07 00:00,MS_DCP
NEFW1,NESPELEM RAWS,48.1356,-118.9631,590,2010-12-07 00:00,WA_DCP
ZRIK1,NESS AGTAP #4,38.572,-100.223,784,2007-09-02 00:00,KS_DCP
NSUK1,Ness City 5SSE,38.3861,-99.8555,678,2023-08-19 00:00,KS_DCP
BEAO3,Nestucca River 1 SW Beaver,45.2667,-123.8458,19,2010-12-07 00:00,OR_DCP
NETV2,Nethers,38.559,-78.2665,232.78304,2012-03-20 00:00,VA_DCP
NETO1,Nettle Lake 3E - WB SJ,41.6833,-84.67,279.25534,2021-03-11 00:00,OH_DCP
NUDN7,NEUSE RIVER 0 NW Neuse River At Neuse Falls Dam,35.9408,-78.5825,67,2010-12-07 00:00,NC_DCP
SMFN7,Neuse River 0 SW Smithfield,35.5128,-78.35,41,2010-12-07 00:00,NC_DCP
FTBN7,Neuse River 2 NE Fort Barnwell,35.3119,-77.3028,6,2010-12-07 00:00,NC_DCP
CLYN7,Neuse River 3 E Clayton,35.6472,-78.4061,47,2010-12-07 00:00,NC_DCP
GLDN7,Neuse River 3 S Goldsboro,35.3372,-77.9975,21,2010-12-07 00:00,NC_DCP
KINN7,Neuse River  AT Kinston,35.2581,-77.5858,10,2010-12-07 00:00,NC_DCP
NSSN7,Neuse River at Main St in Seven Springs,35.22938,-77.84627,11,2023-03-30 00:00,NC_DCP
ORLN7,Neuse River  AT Oriental,35.0244,-76.6919,0.93457043,2013-05-03 00:00,NC_DCP
NBBC1,Nevada City 12NW - New Bullards,39.3928,-121.1403,578.2853,2012-01-25 00:00,CA_DCP
JNSC1,Nevada City 5NW - Jones Bar,39.2922,-121.1036,363.6377,2012-03-20 00:00,CA_DCP
DFAC1,Nevada City - Bear River,39.2153,-120.8397,838.0572,2013-02-21 00:00,CA_DCP
SOVC1,Nevada City - Scotts Flat Res,39.2736,-120.9311,937.44763,2013-02-28 00:00,CA_DCP
DWRN2,NEVADA DESERT NWR RAWS,36.5791,-115.1438,2165,2010-12-07 00:00,NV_DCP
NVRM8,NEVADA RIDGE SNOTEL,46.84234,-112.50757,2139.7,2016-11-03 00:00,MT_DCP
NVDM8,NEVEDA CREEK 11 SE NEVEDA CREEK ABOVE NEVADA LAKE NEAR HELMVILLE,46.7783,-112.7667,1415,2010-12-07 00:00,MT_DCP
NVKN6,Neversink Res,41.82778,-74.63889,446.62094,2020-10-13 00:00,NY_DCP
NVCN6,NEVERSINK RIVER 2 SW Neversink River Near Claryville,41.89,-74.5903,474,2010-12-07 00:00,NY_DCP
BRGN6,Neversink River  AT Bridgeville,41.55,-74.5833,407,2010-12-07 00:00,NY_DCP
NEVN6,Neversink River  AT Godeffroy,41.4411,-74.6022,148,2010-12-07 00:00,NY_DCP
NVRN6,NEVERSINK RIVER  AT Neversink Reservoir,41.8242,-74.6389,441,2010-12-07 00:00,NY_DCP
NVXN6,NEVERSINK RIVER  AT Neversink River Below Reservoir,41.82,-74.6358,393,2010-12-07 00:00,NY_DCP
NEVC2,NEVER SUMMER SNOTEL,40.40405,-105.95583,3133.4,2016-10-29 00:00,CO_DCP
NABO1,New Albany 2NE - RG26,40.0887,-82.7951,320.38467,2021-07-21 00:00,OH_DCP
ALKC1,New Almaden - Alamitos Creek,37.1577,-121.8436,195.351,2016-01-14 00:00,CA_DCP
ACEC1,New Almaden - Calero Canal,37.1656,-121.8281,190.31047,2014-12-20 00:00,CA_DCP
NWKD1,Newark,39.7291,-75.7311,91.02622,2012-05-31 00:00,DE_DCP
NWRN6,Newark,43.0457,-77.0688,129.77008,2011-07-22 00:00,NY_DCP
MWRC1,NEWARK I880/MOWRY,37.53,-122.01,9,2010-12-07 00:00,CA_DCP
EWKN6,Newark - Lock E28B,43.05,-77.0833,130.27574,2018-01-19 00:00,NY_DCP
NWKN6,NEWARK VALLEY 1 N,42.2463,-76.1766,302,2010-12-07 00:00,NY_DCP
NWAO1,New Athens,40.1933,-80.9964,388,2010-09-25 00:00,OH_DCP
NEWW1,Newaukum River 3 SE Newaukum R nr Chehalis,46.62,-122.9447,59,2010-12-07 00:00,WA_DCP
NFHW1,Newaukum River Foothills,46.65389,-122.55528,648,2022-11-03 00:00,WA_DCP
NEWM4,Newaygo - Muskegon River,43.41694,-85.80833,199.27286,2017-10-02 00:00,MI_DCP
NBGM3,New Bedford,41.6244,-70.9056,-8,2023-03-16 00:00,MA_DCP
NBFM3,New Bedford Harbor (Inside Barrier),41.65,-70.95,29,2023-04-14 00:00,MA_DCP
NBRN7,NEW BERN RAWS  NC,35.0967,-77.1108,6,2010-12-07 00:00,NC_DCP
BERN7,New Bern - Trent River,35.1028,-77.0366,0.50150895,2021-06-21 00:00,NC_DCP
LSFN3,New Boston - Lang Station,42.92,-71.68,240.20303,2011-01-04 00:00,NH_DCP
SBPN3,New Boston - SB Piscataquog,43.0147,-71.6419,105.09728,2014-05-08 00:00,NH_DCP
GBGT2,NEW BRAUNFELS 12 NW,29.7886,-98.2214,346,2010-12-07 00:00,TX_DCP
CBGT2,New Braunfels 1NE - Cypress Bend,29.7132,-98.1065,188.87689,2020-02-04 00:00,TX_DCP
RVST2,New Braunfels 2N - River Road South,29.7324,-98.1271,209.3102,2020-02-04 00:00,TX_DCP
CAGT2,New Braunfels 3SW - Altgelt,29.6807,-98.1619,196.1711,2020-02-04 00:00,TX_DCP
CFST2,New Braunfels 4N - First Crossing,29.7657,-98.1418,207.14835,2020-02-19 00:00,TX_DCP
HUET2,New Braunfels 4NW - Hueco Springs,29.7416,-98.1795,253.00116,2020-02-04 00:00,TX_DCP
NBKA1,NEW BROCKTON ALERT,31.3772,-85.9136,112,2010-12-07 00:00,AL_DCP
NBGI3,Ohio River  AT Newburgh Dam,37.9661,-87.405,129,2007-12-31 00:00,IN_DCP
NBHO1,Newburgh Heights,41.4625,-81.6811,174,2023-05-23 00:00,OH_DCP
NEBN3,Newbury,43.3431,-72.035,401.42294,2011-01-04 00:00,NH_DCP
BEAC1,NEWBURY PARK FIRE STATION,34.1863,-118.9294,204,2010-12-07 00:00,CA_DCP
BGSC1,Newbury Park - Rancho Sierra Vista,34.1465,-118.9651,258.5201,2014-02-19 00:00,CA_DCP
OOSC1,Newbury Park - Sandstone Alert,34.1201,-118.9327,886.2446,2016-12-13 00:00,CA_DCP
NPTM3,Newburyport - Merrimack River,42.8156,-70.8733,-0.21773514,2015-01-26 00:00,MA_DCP
NWCL1,New Canal  LA - 8761927,30.027,-90.113,1.7,2016-08-30 00:00,LA_DCP
MALW4,Newcastle,44.1,-104.0667,1945.2135,2011-01-01 00:00,WY_DCP
NCSO1,Newcastle,40.3383,-82.1561,375,2010-05-24 00:00,OH_DCP
QNEC2,New Castle,39.5666,-107.5292,1819.5045,2018-01-08 00:00,CO_DCP
MTTW4,Newcastle - 04E04,44.15,-104.3167,1653.6149,2011-01-01 00:00,WY_DCP
NCMW4,Newcastle 13SSW,43.6662,-104.2619,1159,2023-10-03 00:00,WY_DCP
CNKC2,New Castle 5E - Canyon Creek,39.5744,-107.4481,1717,2023-06-29 00:00,CO_DCP
NCLD1,New Castle Deos,39.6758,-75.6302,12.14487,2012-05-31 00:00,DE_DCP
ENCC2,New Castle - Elm Creek,39.57361,-107.53972,1697,2022-12-20 00:00,CO_DCP
LBRW4,Newcastle - Little Bear Run,43.9717,-104.0567,1903.5555,2011-01-01 00:00,WY_DCP
NWCC1,NEWCASTLE-PINE VIEW SCHOOL,38.8575,-121.1347,222,2010-12-07 00:00,CA_DCP
NEWT1,NEWCOMB,36.5519,-84.1731,306,2010-12-07 00:00,TN_DCP
GODN6,Newcomb - Goodnow Flow Road,43.9348,-74.2024,596.82587,2011-04-12 00:00,NY_DCP
LDLW2,New Creek  AT Laurel Dale,39.26944,-79.13139,528.8798,2012-10-17 00:00,WV_DCP
NCUW2,Ohio River  AT New Cumberland,40.5261,-80.6275,200,2010-12-06 00:00,WV_DCP
VSPI1,Newdale,43.9144,-111.4653,1624,2011-06-04 00:00,ID_DCP
NEWT2,New Deal 6E,33.73363,-101.73668,994,2022-08-11 00:00,TX_DCP
NDPC1,New Don Pedro Dam,37.7017,-120.4211,249,2011-05-13 00:00,CA_DCP
MRYN3,New Durham - Merrymeeting,43.4728,-71.1803,182.49724,2011-01-04 00:00,NH_DCP
HAMS2,New Effington 9S,45.7,-96.9167,350,2022-11-17 00:00,SD_DCP
NELA1,NEWELL 2E,33.4372,-85.3992,268,2010-12-07 00:00,AL_DCP
UTRS1,New Ellen - Upper Three Runs,33.38472,-81.61667,64.2357,2020-09-25 00:00,SC_DCP
REYN7,Newell - Reedy Creek,35.2564,-80.7006,196.77214,2014-08-21 00:00,NC_DCP
NEDN8,New England 5W,46.5264,-102.968,827,2023-10-03 00:00,ND_DCP
SBEM4,New Erra 1NNE - Shelby East,43.5781,-86.3342,256.9556,2019-04-15 00:00,MI_DCP
NFLM1,Newfield,43.6306,-70.8981,177.43384,2011-02-01 00:00,ME_DCP
NFWM5,Newfolden,48.355,-96.3314,333,2011-01-06 00:00,MN_DCP
NFLW4,NEW FORK LAKE SNOTEL,43.11265,-109.94947,2542,2016-11-04 00:00,WY_DCP
BPNW4,New Fork River  AT Big Piney,42.5672,-109.9294,2081,2010-12-07 00:00,WY_DCP
NFCN7,Newfound Creek,35.6253,-82.7058,669,2010-12-07 00:00,NC_DCP
NFGT1,Newfound Gap,35.6108,-83.4289,1526,2010-12-07 00:00,TN_DCP
BRTN3,NEWFOUND RIVER,43.6172,-71.7409,187,2010-12-07 00:00,NH_DCP
SRFM2,NEW GERMANY STATE PARK - SNOW,39.6333,-79.1167,804,2010-12-08 00:00,MD_DCP
BABW1,Newhalem - Baker River,48.7542,-121.5458,284.7418,2013-07-09 00:00,WA_DCP
NHPC1,NEWHALL PASS,34.3369,-118.5203,613,2010-12-07 00:00,CA_DCP
NSCC1,NEWHALL-SOLADAD CYN ALERT #406,34.3853,-118.5317,380,2010-12-07 00:00,CA_DCP
NHNN3,New Hampton,43.63,-71.65,167.099,2011-01-04 00:00,NH_DCP
NHNM7,NEW HAVEN,38.6122,-91.2136,156,2010-04-24 00:00,MO_DCP
NWHC3,New Haven - 8465705,41.283,-72.908,3,2016-02-24 00:00,CT_DCP
NHVV1,New Haven River  AT New Haven River,44.0617,-73.1711,80,2010-12-07 00:00,VT_DCP
NHVK2,New Haven - Rolling Fork,37.64944,-85.5975,140.99094,2016-09-02 00:00,KY_DCP
HVN,NEW HAVEN TWEED AP,41.259,-72.88911,1.8288,2010-12-13 00:00,CT_DCP
NHQC1,New Hogan - Calaveras River,38.1475,-120.82556,166,2023-05-06 00:00,CA_DCP
NHGC1,New Hogan Lk (New Hogan Dam),38.155,-120.8139,230.6,2011-09-02 00:00,CA_DCP
NHWC1,NEW HOGAN WEATHER STATION,38.1508,-120.8178,177,2010-12-07 00:00,CA_DCP
NHDP1,NEW HOLLAND,40.075,-76.0717,189,2010-12-08 00:00,PA_DCP
NEHT2,New Home,33.32529,-101.91314,986.18427,2016-10-20 00:00,TX_DCP
ENHN6,New Hope,42.7978,-76.3558,466.81708,2013-01-24 00:00,NY_DCP
NHCN7,NEW HOPE CREEK 1 SW New Hope Ck Near Blands,35.8842,-78.9661,74,2010-12-07 00:00,NC_DCP
SSNN3,New Ipswich - Souhegan Flood Control 19,42.7235,-71.8493,291,2023-04-19 00:00,NH_DCP
NISN3,New Ipswitch,42.72361,-71.84944,290.83493,2016-06-22 00:00,NH_DCP
JNVT1,New Johnsonville,36.0308,-87.9758,127.817635,2014-07-29 00:00,TN_DCP
TMWA3,New Kingman-Bulter 1E - Mohave Wash,35.2611,-113.9947,1008.9292,2016-12-29 00:00,AZ_DCP
GNBA3,NEW KINGMAN-BUTLER 1NNE - GRACE NEAL @ BANK ST,35.2759,-114.0117,1031,2023-04-01 00:00,AZ_DCP
PPFN6,New Kingston Mt.,42.2508,-74.6422,664.13684,2012-01-31 00:00,NY_DCP
PQLN6,New Kingston Site P-16,42.1994,-74.6786,481.0912,2012-01-31 00:00,NY_DCP
PQMN6,New Kingston Site P-18,42.1594,-74.6869,434.76062,2012-01-31 00:00,NY_DCP
NWKO2,NEWKIRK,36.8914,-97.0586,350,2010-12-08 00:00,OK_DCP
CNCN5,NEWKIRK 24N-CANADIAN RIVER,35.4,-104.1833,1280,2010-12-06 00:00,NM_DCP
NKSO2,NEWKIRK MESONET,36.8981,-96.9104,365,2010-12-07 00:00,OK_DCP
NLXO1,New Lexington,39.6936,-82.2089,308,2010-09-24 00:00,OH_DCP
NLXP1,New Lexington,39.9333,-79.2667,561,2010-12-07 00:00,PA_DCP
HITO1,NEW LEXINGTON,39.7167,-82.2667,303,2007-12-31 00:00,OH_DCP
NLSW3,New Lisbon,43.8798,-90.161,266,2010-05-05 00:00,WI_DCP
NEWW3,Wolf River  AT New London,44.3833,-88.7333,242,2007-12-31 00:00,WI_DCP
NLNC3,New London - 8461490,41.361,-72.09,2.4,2013-04-17 00:00,CT_DCP
NLHC3,New London Harbor (IN MLLW),41.37167,-72.09556,0,2023-08-10 00:00,CT_DCP
SIBM5,New London - Sibley State Park,45.3175,-95.03889,380.5302,2017-11-21 00:00,MN_DCP
NLYO1,New Lyme,41.585,-80.7703,300,2009-12-18 00:00,OH_DCP
SMTV2,New Market Water Treatment Plant,38.6496,-78.681,302.58685,2012-03-20 00:00,VA_DCP
NMVW2,New Martinsville,39.6513,-80.773,398,2010-12-07 00:00,WV_DCP
NMSC1,NEW MELONES DAM,37.95,-120.5369,351,2010-12-07 00:00,CA_DCP
NMHC2,New Mercer At Harmony,40.5236,-105.0814,1539,2011-06-08 00:00,CO_DCP
DEAN4,New Middlesex County Raws,40.40722,-74.49417,30.709692,2011-03-09 00:00,NJ_DCP
LCCI2,New Minden - Little Crooked Creek,38.4417,-89.4167,141.0979,2010-12-05 00:00,IL_DCP
NNAG1,NEWNAN,33.3653,-84.8594,273,2010-12-07 00:00,GA_DCP
NOBL1,New Orleans 2N - Broad,29.9876,-90.0677,2.3828807,2019-11-18 00:00,LA_DCP
NCNL1,New Orleans 2NW - Tulane,29.9687,-90.107,1.908804,2019-11-20 00:00,LA_DCP
NOFL1,New Orleans 3NE - Franklin,29.9909,-90.0492,1.0826231,2019-11-18 00:00,LA_DCP
NGTL1,New Orleans 3N - Gentilly,29.9905,-90.0709,3.7800677,2019-11-18 00:00,LA_DCP
NOML1,New Orleans 3NNW - Marconi,29.9951,-90.1003,3.761435,2019-11-18 00:00,LA_DCP
NOPL1,New Orleans 3N - Paris,29.9919,-90.0732,3.2581403,2019-11-18 00:00,LA_DCP
NSBL1,New Orleans 3N - St Bernard,29.9912,-90.076,2.3038776,2019-11-20 00:00,LA_DCP
NCPL1,New Orleans 3NW - City Park,29.9809,-90.1145,2.6693113,2019-11-18 00:00,LA_DCP
NGPL1,New Orleans 4NE - Peoples,30.0028,-90.0443,4.0444875,2019-11-18 00:00,LA_DCP
NOCL1,New Orleans 4NW - Canal,29.9918,-90.1096,-0.30393213,2019-11-18 00:00,LA_DCP
NPSL1,New Orleans 6NNE - Press South,30.0273,-90.044,2.734994,2019-11-18 00:00,LA_DCP
NEWL1,New Orleans - Audubon Park,29.9165,-90.1304,7.412992,2010-12-08 00:00,LA_DCP
NEW,NEW ORLEANS LAKEFRONT AP,30.04934,-90.02899,0.9144,2010-12-14 00:00,LA_DCP
LPWL1,New Orleans - Lake Pontchartrain Westend,30.02139,-90.1225,0,2023-01-30 00:00,LA_DCP
NPRP1,NEW PARIS,40.0667,-78.7,470,2010-12-07 00:00,PA_DCP
NPHO1,NEW PHILADELPHIA,40.49,-81.43,281,,OH_DCP
NPRT1,Newport,35.9706,-83.2036,329.75916,2014-03-04 00:00,TN_DCP
FPPM4,New Port 5SE,41.9597,-83.2583,178.10771,2016-11-20 00:00,MI_DCP
NWPR1,Newport - 8452660,41.504,-71.326,13,2013-04-17 00:00,RI_DCP
ATAW1,Newport - Aux Pend Oreille,48.2147,-117.0622,631.62756,2014-11-25 00:00,WA_DCP
BYBC1,Newport Beach - Balboa Yatch,33.60972,-117.89472,4.2341504,2020-05-02 00:00,CA_DCP
NWPN7,Newport - Newport River,34.7809,-76.8596,0,2022-07-11 00:00,NC_DCP
NNWV2,NEWPORT NEWS WELL,37.2022,-76.5697,27,2010-12-07 00:00,VA_DCP
PNPF1,NEW PORT RICHEY,28.2606,-82.7214,6,2010-12-07 00:00,FL_DCP
STPF1,New Port Richey 5E - Stanley Plant,28.2586,-82.6536,11.630323,2020-02-25 00:00,FL_DCP
LWOF1,New Port Richey - Lake Worrell Outfall,28.2681,-82.6678,11.36165,2013-02-07 00:00,FL_DCP
IBCC1,NEW R @ INTRNTAL BOUNDARY @ CALEXICO,32.6658,-115.5022,-9,2010-12-07 00:00,CA_DCP
BKCA3,NEW RIVER,34.0667,-111.95,1316,2010-12-16 00:00,AZ_DCP
SNWA3,NEW RIVER 10SSE - SONORAN WASH,33.7692,-112.0986,480,2023-03-31 00:00,AZ_DCP
ALSV2,NEW RIVER 1 AT ALLISONIA,36.9333,-80.75,569,2010-12-07 00:00,VA_DCP
