FORESTNAME,HUC12_CODE,HUC12_NAME,USFS_COND,TOT_ACRES,USFS_PERC,NONFS_PERC,AQ_BIOTA,RIPARIAN,WATER_QUAL,WATER_QUAN,AQ_HABITAT,ROAD_TRAIL,SOIL_COND,FIRE_COND,FOREST_COV,FOR_HEALTH,TER_INV_SP,RANGE_VEG,PRIOR_YR,PRICPL_REA,SEL_NARAT,KNWN_PART,APRVL_DATE,EST_CMP_DA,ES_PRJ_CNT,ES_PRJ_CST,ACT_CMP_DA,RESTPLN_IN
Olympic National Forest,"171100180603",Lower Big Quilcene River,Functioning at Risk,12141.600,67.0,33.0,Fair,Fair,Good,Poor,Poor,Fair,Good,Poor,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200100301",Johnson Creek,Functioning at Risk,15391.700,60.0,41.0,Fair,Poor,Good,Good,Poor,Poor,Fair,Poor,Poor,Good,Good,Fair,,,,,,,,,,
Olympic National Forest,"171100180602",Upper Big Quilcene River,Functioning Properly,16791.000,100.0,0.0,Good,Fair,Good,Good,Fair,Fair,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Idaho Panhandle National Forest,"170102150704",Quartz Creek-Priest River,Functioning at Risk,19355.100,38.0,62.0,Fair,Fair,Good,Good,Good,Poor,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170101040403",Trail Creek-Deep Creek,Functioning at Risk,20070.800,13.0,87.0,Fair,Fair,Fair,Fair,Fair,Poor,Good,Fair,Good,Fair,Fair,Fair,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080406",Boulder Creek,Functioning at Risk,13189.200,97.0,4.0,Fair,Poor,Good,Good,Poor,Good,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Colville National Forest,"170102160205",Yokum Lake-Pend Oreille River,Functioning at Risk,15044.300,36.0,65.0,Poor,Good,Good,Good,Fair,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170101040101",Upper Boulder Creek,Functioning at Risk,22317.500,100.0,0.0,Fair,Fair,Poor,Fair,Fair,Fair,Good,Good,Good,Fair,Fair,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170101040102",Lower Boulder Creek,Functioning at Risk,18289.100,100.0,0.0,Fair,Fair,Fair,Fair,Fair,Good,Good,Good,Fair,Good,Fair,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170101040402",Fall Creek,Functioning at Risk,17781.600,13.0,87.0,Fair,Fair,Fair,Good,Fair,Fair,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080602",Fawn Creek-Methow River,Functioning Properly,35299.800,66.0,34.0,Good,Good,Good,Good,Fair,Fair,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Colville National Forest,"170200040105",Golden Harvest Creek,Functioning at Risk,11063.100,44.0,56.0,Poor,Fair,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Ouachita National Forest,"111401080304",Hee Creek-Mountain Fork Creek,Functioning Properly,35555.800,30.0,70.0,Good,Fair,Fair,Good,Good,Fair,Good,Fair,Good,Good,Fair,----,,,,,,,,,,
Ouachita National Forest,"111401070206",Rock Creek-Glover River,Functioning at Risk,18073.800,12.0,88.0,Fair,Poor,Poor,Good,Poor,Poor,Good,Fair,Good,Good,Fair,----,,,,,,,,,,
Ouachita National Forest,"111401070207",Carter Creek,Functioning at Risk,18873.500,35.0,65.0,Good,Fair,Good,Good,Fair,Poor,Good,Fair,Good,Good,Fair,----,"2011",<Principal_Reason><Resources><Resource><Value>Wild and Scenic River</Value></Resource><Resource><Value>Species Protection Area</Value></Resource><Resource><Value>Outstanding Resource Water</Value></Resource></Resources><Concerns><Concern><Value>Riparian,"The NFS lands within these watersheds were acquired in a land exchange with Weyerhaeuser in the 1990s.  Road densities are high and road maintenance has been neglected.  In addition, recreation use in the form of OHVs has exploded.  Road condition surve",<Known_Partners><Partner><Name>McCurtain County commissioners</Name><Type>Known</Type></Partner><Partner><Name>US Fish and Wildlife Service</Name><Type>Known</Type></Partner><Partner><Name>OK Dept Wildlife Conservation</Name><Type>Known</Type></Partner><,2010/09/29,2012/10/01,"1",400000.0000000000,,Y
Ouachita National Forest,"111401080305",Holly Creek Mountain Fork,Functioning at Risk,32212.800,52.0,48.0,Good,Fair,Poor,Poor,Fair,Poor,Fair,Poor,Good,Good,Fair,----,"2011",<Principal_Reason><Resources><Resource><Value>Municipal Watershed</Value></Resource><Resource><Value>Outstanding Resource Water</Value></Resource></Resources><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Water,"The NFS lands within these watersheds were acquired in a land exchange with Weyerhaeuser in the 1990s.  Road densities are high and road maintenance has been neglected.  In addition, recreation use in the form of OHVs has exploded.  Road condition surve",<Known_Partners><Partner><Name>McCurtain County Commissioners</Name><Type>Known</Type></Partner><Partner><Name>Ok Dept of Conservation</Name><Type>Known</Type></Partner></Known_Partners>,2011/09/29,2012/10/01,"1",385000.0000000000,,Y
Okanogan-Wenatchee National Forests,"170200110110",Lower Little Wenatchee River,Functioning Properly,12386.100,98.0,2.0,Fair,Good,Good,Good,Fair,Poor,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170103050101",Hayden Creek,Functioning at Risk,17999.100,89.0,11.0,Fair,Poor,Good,Good,Fair,Poor,Fair,Fair,Fair,Good,Fair,Fair,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100090202",Upper Beckler River,Functioning Properly,16307.700,100.0,0.0,Good,Good,Good,Good,Poor,Fair,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Idaho Panhandle National Forest,"170103010202",Trail Creek,Functioning at Risk,19121.000,100.0,0.0,Good,Fair,Poor,Good,Poor,Poor,Fair,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080504",War Creek,Functioning Properly,17363.400,100.0,0.0,Fair,Good,Good,Good,Good,Fair,Fair,Poor,Fair,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170102140206",Lake Pend Oreille,Functioning at Risk,176870.400,23.0,77.0,Fair,Good,Poor,Fair,Fair,Good,Fair,Fair,Good,Good,Fair,Good,,,,,,,,,,
Colville National Forest,"170200030109",South Fork Chewelah Creek-Chewelah Creek,Functioning at Risk,22333.300,59.0,41.0,Fair,Fair,Fair,Good,Fair,Poor,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200090107",West Fork Agnes Creek,Functioning Properly,16078.500,100.0,0.0,Poor,Good,Good,Good,Good,Fair,Fair,Fair,Fair,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200090109",Lower Agnes Creek,Functioning Properly,11516.600,94.0,6.0,Poor,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080407",Cub Creek,Functioning at Risk,15465.400,73.0,27.0,Fair,Poor,Good,Good,Poor,Poor,Fair,Poor,Fair,Good,Good,Fair,,,,,,,,,,
Idaho Panhandle National Forest,"170101040404",Twentymile Creek,Functioning Properly,16447.300,32.0,68.0,Fair,Fair,Good,Good,Fair,Fair,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,
Colville National Forest,"170200040102",O`Brien Creek,Functioning at Risk,28809.300,64.0,36.0,Poor,Fair,Good,Good,Fair,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200060207",Chewiliken Creek,Functioning at Risk,16889.700,9.0,92.0,Poor,Good,Good,Good,Poor,Poor,Good,Poor,Good,Good,Good,Good,,,,,,,,,,
Colville National Forest,"170200010303",Lower Sherman Creek,Functioning at Risk,20986.800,76.0,24.0,Fair,Poor,Poor,Good,Poor,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100050706",Thunder Creek,Functioning Properly,14824.700,77.0,24.0,Good,Good,Good,Good,Poor,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100090201",Rapid River,Functioning Properly,26387.300,100.0,0.0,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200110107",Lake Creek,Functioning Properly,10664.800,100.0,0.0,Good,Good,Good,Good,Good,Fair,Poor,Fair,Good,Good,Good,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100090603",McCoy Creek-Skykomish River,Functioning Properly,37282.700,16.0,84.0,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200100207",Potato Creek-Entiat River,Functioning at Risk,26604.500,78.0,22.0,Fair,Poor,Good,Good,Poor,Poor,Poor,Poor,Poor,Good,Good,Fair,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200110108",Middle Little Wenatchee River,Functioning at Risk,8856.700,99.0,1.0,Fair,Good,Good,Good,Poor,Poor,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170103010401",Flat Creek-Middle North Fork Coeur d'Alene River,Functioning at Risk,32273.900,99.0,1.0,Good,Fair,Poor,Good,Fair,Poor,Fair,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Olympic National Forest,"171100200301",Headwaters Dungeness River,Functioning Properly,31148.500,65.0,35.0,Good,Fair,Good,Good,Good,Good,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200110307",Big Meadow Creek,Functioning at Risk,10132.700,98.0,2.0,Poor,Good,Good,Good,Poor,Fair,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
Idaho Panhandle National Forest,"170103010601",Iron Creek-Little North Fork Coeur d'Alene River,Functioning at Risk,28426.500,99.0,1.0,Good,Poor,Poor,Good,Fair,Poor,Fair,Fair,Fair,Good,Fair,Fair,"2011",<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Species Habitat</Value></Concern><Concern><Value>Water Quality</Value></Concern></Concerns><Opportunities><Opportunity><Value>Larger-Scale Restor,"The ecological condition of the subwatershed has been altered as a result of resource extraction and extensive human use over the last 100 years. Anthropogenic influences include current and historic mining, timber harvest, livestock grazing, and histori",,,2015/10/01,"4",1825000.0000000000,,Y
Okanogan-Wenatchee National Forests,"170200060505",Chiliwist Creek,Functioning at Risk,26586.700,7.0,93.0,Poor,Fair,Good,Good,Poor,Poor,Good,Poor,Good,Good,Good,Fair,,,,,,,,,,
Idaho Panhandle National Forest,"170102150306",Kalispell Creek,Functioning at Risk,25131.200,96.0,4.0,Poor,Fair,Poor,Good,Fair,Good,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200040203",Upper West Fork Sanpoil River,Functioning at Risk,36305.400,47.0,53.0,Poor,Fair,Good,Good,Poor,Fair,Fair,Poor,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200060204",Peony Creek,Functioning at Risk,20139.600,47.0,53.0,Poor,Fair,Good,Good,Poor,Poor,Fair,Poor,Fair,Good,Good,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100050504",Diobsud Creek,Functioning Properly,17009.100,78.0,22.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,
Idaho Panhandle National Forest,"170102150303",Reede Creek,Functioning at Risk,8957.700,71.0,29.0,Poor,Fair,Poor,Good,Fair,Good,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100040402",Howard Creek-South Fork Nooksack River,Functioning Properly,17669.200,21.0,79.0,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,----,,,,,,,,,,
Colville National Forest,"170200030201",Little Pend Oreille Lakes,Functioning at Risk,24798.700,47.0,53.0,Poor,Poor,Good,Good,Poor,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200060403",Coulee Creek,Functioning at Risk,19713.900,16.0,84.0,Poor,Good,Good,Fair,Fair,Fair,Good,Poor,Good,Good,Good,Fair,,,,,,,,,,
Colville National Forest,"170102160203",East Branch Le Clerc Creek,Functioning at Risk,26662.700,42.0,58.0,Fair,Fair,Fair,Good,Poor,Poor,Good,Fair,Good,Good,Good,Good,"2011",<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Water Quality</Value></Concern><Concern><Value>Species Habitat</Value></Concern></Concerns><Opportunities><Opportunity><Value>Improve Condition</,"This watershed is one of only three 6th field watersheds on the Forest with successful spawning by bull trout, an ESA listed species.  The watershed is also located within the larger 5th field Le Clerc Focus watershed with an existing Watershed Action Pl",<Known_Partners><Partner><Name>Kalispel tribe</Name><Type>Known</Type></Partner><Partner><Name>Salmon Recovery Funding Board</Name><Type>Known</Type></Partner><Partner><Name>Pend Oreille PUD</Name><Type>Known</Type></Partner></Known_Partners>,2011/10/12,2016/09/30,"8",1627039.0000000000,,Y
Colville National Forest,"170200030301",South Fork Mill Creek,Functioning at Risk,26720.000,89.0,11.0,Fair,Poor,Good,Good,Poor,Poor,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170102140101",Headwaters Pack River,Functioning Properly,26523.500,98.0,2.0,Fair,Good,Poor,Good,Fair,Good,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Colville National Forest,"170200040106",Scatter Creek-Sanpoil River,Functioning at Risk,31313.100,62.0,38.0,Poor,Good,Good,Good,Poor,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200060303",North Fork Salmon Creek,Functioning at Risk,34504.500,77.0,23.0,Fair,Fair,Good,Poor,Poor,Fair,Fair,Poor,Fair,Good,Good,Good,,,,,,,,,,
Colville National Forest,"170200010304",Nancy Creek-Franklin D Roosevelt Lake,Functioning at Risk,26794.300,24.0,76.0,Poor,Good,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Ouachita National Forest,"111401070208",Cedar Creek,Functioning Properly,13285.900,95.0,5.0,Good,Good,Good,Good,Fair,Poor,Good,Poor,Good,Good,Fair,----,,,,,,,,,,
Ouachita National Forest,"111401070209",Beeman Creek-Glover River,Functioning Properly,23344.300,51.0,49.0,Good,Fair,Fair,Good,Good,Poor,Good,Fair,Good,Good,Fair,----,,,,,,,,,,
Ouachita National Forest,"111401070403",Stephens Branch-Lukfata Creek,Functioning at Risk,20716.100,8.0,92.0,Good,Poor,Good,Good,Good,Poor,Good,Poor,Good,Good,Fair,----,,,,,,,,,,
Idaho Panhandle National Forest,"170103010204",Lower Tepee Creek,Functioning Properly,11387.300,99.0,1.0,Good,Fair,Poor,Good,Fair,Good,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Olympic National Forest,"171100180702",Little Quilcene River,Functioning at Risk,22836.400,44.0,56.0,Good,Poor,Good,Poor,Fair,Good,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Idaho Panhandle National Forest,"170103010301",Upper Shoshone Creek,Functioning at Risk,26686.700,100.0,0.0,Good,Fair,Poor,Good,Poor,Poor,Fair,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200090304",First Creek-Lake Chelan,Functioning at Risk,19520.900,62.0,38.0,Poor,Poor,Good,Fair,Poor,Fair,Fair,Poor,Poor,Good,Good,Fair,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100090403",Lower North Fork Skykomish River,Functioning at Risk,33001.900,90.0,11.0,Good,Good,Fair,Good,Fair,Fair,Poor,Good,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200110308",Lower Chiwawa River,Functioning at Risk,25087.900,86.0,14.0,Poor,Good,Good,Fair,Fair,Poor,Fair,Poor,Good,Good,Good,Poor,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200100205",Preston Creek-Entiat River,Functioning at Risk,16683.500,95.0,5.0,Fair,Poor,Good,Good,Poor,Good,Poor,Poor,Poor,Good,Good,Fair,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100090602",Wallace River,Functioning Properly,25043.200,33.0,67.0,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200100101",Upper Mad River,Functioning Properly,27829.400,98.0,2.0,Fair,Good,Good,Good,Fair,Fair,Good,Poor,Fair,Good,Good,Good,,,,,,,,,,
Olympic National Forest,"171001010503",Middle Bogachiel River,Functioning Properly,29789.400,19.0,81.0,Good,Fair,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200110105",Lower White River,Functioning at Risk,16820.600,88.0,12.0,Poor,Good,Good,Fair,Poor,Fair,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,
Kootenai National Forest,"170101011104",Keeler Creek,Functioning Properly,32888.100,97.0,3.0,Good,Good,Good,Good,Good,Good,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100060305",Tenas Creek-Suiattle River,Functioning Properly,30361.400,58.0,42.0,Good,Good,Good,Good,Fair,Poor,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100060302",Buck Creek,Functioning Properly,21542.000,100.0,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,
Colville National Forest,"170102160108",Trimble Creek,Functioning at Risk,7101.600,13.0,87.0,Poor,Poor,Good,Good,Fair,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100060304",Big Creek,Functioning Properly,13757.300,98.0,2.0,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Colville National Forest,"170102160106",Smalle Creek,Functioning at Risk,17753.700,62.0,38.0,Fair,Poor,Good,Good,Good,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Colville National Forest,"170102160206",Lost Creek,Functioning at Risk,20007.000,89.0,11.0,Fair,Poor,Good,Good,Fair,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080205",Rattlesnake Creek-Methow River,Functioning Properly,25060.300,93.0,7.0,Fair,Good,Good,Good,Poor,Fair,Fair,Poor,Fair,Good,Good,Fair,,,,,,,,,,
Idaho Panhandle National Forest,"170101040406",Caribou Creek-Deep Creek,Functioning Properly,30821.600,32.0,68.0,Fair,Fair,Fair,Good,Good,Fair,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"171100050204",Lower Granite Creek,Functioning Properly,24936.500,100.0,0.0,Fair,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080405",North Fork Boulder Creek,Functioning at Risk,38681.600,100.0,0.0,Good,Poor,Good,Good,Poor,Good,Fair,Poor,Fair,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200040201",Cape Labelle Creek,Functioning at Risk,30070.600,34.0,66.0,Poor,Fair,Good,Good,Poor,Fair,Fair,Poor,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170101040405",Snow Creek,Functioning Properly,13548.100,75.0,25.0,Fair,Good,Good,Good,Good,Fair,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Colville National Forest,"170102160202",West Branch Le Clerc Creek,Functioning at Risk,21671.800,70.0,30.0,Fair,Fair,Fair,Good,Poor,Poor,Good,Fair,Good,Good,Good,Good,"2011",<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Water Quality</Value></Concern><Concern><Value>Species Habitat</Value></Concern></Concerns><Opportunities><Opportunity><Value>Improve Condition</,"This watershed is one of only three 6th field watersheds on the Forest with successful spawning by bull trout, an ESA listed species.  This watershed is also located within a larger 5th field Focus watershed with an existing Watershed Action Plan.  There",<Known_Partners><Partner><Name>Kalispel Tribe</Name><Type>Known</Type></Partner><Partner><Name>Salmon Recovery Funding Board</Name><Type>Known</Type></Partner><Partner><Name>Pend Oreille PUD</Name><Type>Known</Type></Partner></Known_Partners>,,,,,,
Colville National Forest,"170200040101",North Fork Sanpoil River-Sanpoil River,Functioning at Risk,29128.800,52.0,48.0,Poor,Poor,Good,Good,Good,Poor,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200060205",Lower Bonaparte Creek,Functioning at Risk,33121.100,9.0,91.0,Poor,Good,Good,Good,Fair,Fair,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100040401",Wanlick Creek-South Fork Nooksack River,Functioning Properly,19523.700,94.0,6.0,Good,Good,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Colville National Forest,"170200030302",North Fork Mill Creek,Functioning at Risk,15438.100,68.0,32.0,Poor,Poor,Good,Good,Poor,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100040404",Skookum Creek,Functioning Properly,14236.800,21.0,79.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080201",West Fork Methow River,Functioning at Risk,31911.200,100.0,0.0,Poor,Fair,Good,Good,Good,Fair,Fair,Poor,Fair,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200040103",West Fork Granite Creek,Functioning at Risk,21948.000,75.0,25.0,Poor,Good,Good,Good,Poor,Fair,Fair,Poor,Good,Good,Good,Good,,,,,,,,,,
Ouachita National Forest,"111401080303",Lower Buffalo Creek,Functioning at Risk,19830.400,69.0,31.0,Fair,Fair,Poor,Good,Poor,Poor,Good,Fair,Good,Good,Fair,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200110103",Panther Creek,Functioning Properly,11993.400,100.0,0.0,Fair,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170103050301",Sage Creek,Functioning at Risk,38391.900,19.0,81.0,Fair,Fair,Fair,Fair,Fair,Good,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200090305",Lake Chelan-Chelan River,Impaired Function,40689.900,8.0,92.0,Poor,Poor,Good,Poor,Poor,Fair,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
Idaho Panhandle National Forest,"170102140201",Gold Creek,Functioning Properly,13995.500,95.0,5.0,Good,Fair,Poor,Good,Fair,Fair,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200090114",Cabin Creek-Stehekin River,Functioning Properly,22609.800,31.0,69.0,Poor,Good,Good,Good,Good,Fair,Good,Poor,Good,Good,Good,Fair,,,,,,,,,,
Idaho Panhandle National Forest,"170102131201",Upper Lightning Creek,Functioning Properly,13537.000,100.0,0.0,Fair,Good,Poor,Good,Fair,Good,Good,Good,Fair,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080610",Alder Creek-Methow River,Functioning at Risk,29790.400,27.0,73.0,Good,Poor,Good,Good,Poor,Fair,Good,Poor,Good,Good,Good,Fair,,,,,,,,,,
Idaho Panhandle National Forest,"170102150602",Flat Creek-Lower West Branch Priest River,Functioning at Risk,24550.800,85.0,15.0,Poor,Fair,Poor,Good,Fair,Poor,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Colville National Forest,"170200020608",North Fork Deadman Creek,Functioning Properly,13450.000,98.0,2.0,Good,Good,Good,Good,Poor,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Colville National Forest,"170200010101",Rocky Creek,Functioning at Risk,14335.500,84.0,16.0,Fair,Poor,Good,Good,Poor,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170101040303",Cabin Creek-Cow Creek,Functioning at Risk,16154.200,23.0,78.0,Fair,Fair,Fair,Fair,Fair,Fair,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,
Colville National Forest,"170200030303",Clugston Creek,Functioning at Risk,21187.100,6.0,94.0,Poor,Fair,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Colville National Forest,"170200020609",Deadman Creek,Functioning Properly,26518.500,84.0,16.0,Good,Fair,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100050503",Bacon Creek,Functioning Properly,20570.700,47.0,53.0,Good,Good,Good,Good,Poor,Poor,Good,Good,Good,Good,Good,----,,,,,,,,,,
Colville National Forest,"170200040104",Granite Creek,Functioning at Risk,23415.800,17.0,83.0,Poor,Poor,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080601",Goat Creek,Functioning at Risk,22928.600,100.0,0.0,Fair,Poor,Good,Good,Poor,Fair,Fair,Poor,Fair,Good,Good,Fair,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100050502",East Fork Bacon Creek,Functioning Properly,12151.600,7.0,93.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080202",Robinson Creek,Functioning Properly,12602.000,100.0,0.0,Fair,Good,Good,Good,Good,Fair,Good,Poor,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200110305",Middle Chiwawa River,Functioning Properly,10607.500,97.0,3.0,Poor,Good,Good,Good,Good,Good,Fair,Fair,Good,Fair,Good,Fair,,,,,,,,,,
Idaho Panhandle National Forest,"170103010103",Jordan Creek,Functioning Properly,11091.100,100.0,0.0,Good,Good,Good,Good,Good,Good,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Olympic National Forest,"171100200302",Upper Dungeness River,Functioning Properly,14576.200,99.0,1.0,Good,Fair,Good,Good,Fair,Fair,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100090402",Middle North Fork Skykomish River,Functioning Properly,27351.800,93.0,7.0,Fair,Good,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Olympic National Forest,"171100200305",Lower Gray Wolf River,Functioning Properly,15835.000,80.0,20.0,Good,Fair,Good,Good,Good,Good,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Olympic National Forest,"171001010404",Elk Creek-Calawah River,Functioning Properly,9739.800,21.0,79.0,Good,Fair,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Idaho Panhandle National Forest,"170103010203",Independence Creek,Functioning Properly,38298.200,100.0,0.0,Good,Fair,Fair,Good,Fair,Good,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100090503",Lower Sultan River,Functioning at Risk,23466.400,8.0,92.0,Good,Good,Good,Poor,Poor,Poor,Good,Good,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200090303",Antilon Creek-Lake Chelan,Impaired Function,22241.000,44.0,56.0,Poor,Poor,Poor,Poor,Poor,Fair,Poor,Poor,Poor,Good,Good,Fair,,,,,,,,,,
