OBJ_STATUS_,OBJ_IDENTIF,NAME,MIN_X_AXIS_,MAX_X_AXIS_,MIN_Y_AXIS_,MAX_Y_AXIS_,MIN_M,MAX_M,MEAN_M,DESCRIPTION,RFC,TYPE,ATTRIBUTE,CWA,FCST_GP,HUC,CH5_ID
"0","4167",STHW1U,-121.0731436673,-120.6332574128,48.1980122827,48.5516611914,"1524","2613","1856",STEHEKIN R AT STEHEKIN - UPPER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,STHW1
"0","4169",PATW1XL,-120.6298846836,-119.8687009002,48.0058416194,48.5262924725,"322","1523","973",METHOW R NR PATEROS - LOWER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,PATW1
"0","4175",PATW1XU,-120.6647330775,-119.8504895106,48.0066262086,48.5594565137,"1524","2518","1848",METHOW R NR PATEROS - UPPER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,PATW1
"0","4188",WTHW1L,-120.7661119457,-119.9820914272,48.4331437794,48.9330637577,"549","1523","1138",METHOW R AT WINTHROP - LOWER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,WTHW1
"0","4204",WTHW1U,-120.7882401007,-119.9023995206,48.4417369912,49.0013338831,"1524","2528","1877",METHOW R AT WINTHROP - UPPER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,WTHW1
"0","4216",NITW1XL,-120.3717312762,-119.5642976826,48.6239826037,49.5392486496,"366","1523","1017",SIMILKAMEEN RIV NR NIGHTHAWK - LOWER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,NITW1
"0","4221",NITW1XU,-120.4563154191,-119.6518198779,48.6536751513,49.6501281620,"1524","2575","1851",SIMILKAMEEN RIV NR NIGHTHAWK - UPPER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,NITW1
"0","4232",SMKQ2L,-121.1089343511,-120.1441735740,48.8105430926,49.9819751404,"561","1523","1236",SIMILKAMEEN RIV NR HEDLEY - LOWER ZONE,NWRFC,f,,,MC_UTRIB,1702.0000000000,SMKQ2
"0","4255",SMKQ2U,-121.1222560957,-120.1126776796,48.7324735401,49.9127891616,"1524","2489","1718",SIMILKAMEEN RIV NR HEDLEY - UPPER ZONE,NWRFC,f,,,MC_UTRIB,1702.0000000000,SMKQ2
"0","4292",OKNW1L,-120.1970513641,-119.0070387237,48.8354554481,50.6247041732,"279","1219","752",OKANOGAN R AT OROVILLE - LOWER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,OKNW1
"0","4323",OKNW1U,-120.2567828582,-118.7940115332,48.8522206826,50.6389452263,"1220","2238","1490",OKANOGAN R AT OROVILLE - UPPER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,OKNW1
"0","4376",UNDW1L,-121.7238919296,-121.2251161906,45.7437923688,46.1427697795,"69","1066","681",WHITE SALMON R NR UNDERWOOD - LOWER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,UNDW1
"0","4379",UNDW1U,-121.7824581235,-121.4204257008,45.8637693495,46.2017393919,"1067","2129","1310",WHITE SALMON R NR UNDERWOOD - UPPER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,UNDW1
"0","4387",UNDW1G,-121.5450081650,-121.4610056608,46.1537680161,46.2059182671,"2136","3685","2591",WHITE SALMON R NR UNDERWOOD - GLACIER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,UNDW1
"0","4388",HODO3L,-121.8622086050,-121.4954720031,45.3519441321,45.6657528469,"152","1066","710",HOOD R AT TUCKER BRIDGE - LOWER ZONE,NWRFC,f,,PQR,MC_LTRIB,1707.0000000000,HODO3
"0","4394",HODO3U,-121.8693170884,-121.4846167776,45.2843803532,45.6581704749,"1067","2118","1354",HOOD R AT TUCKER BRIDGE - UPPER ZONE,NWRFC,f,,PQR,MC_LTRIB,1707.0000000000,HODO3
"0","4405",HODO3G,-121.7159465867,-121.6558034648,45.3491528276,45.3986542656,"2134","3220","2436",HOOD R AT TUCKER BRIDGE - GLACIER ZONE,NWRFC,f,,PQR,MC_LTRIB,1707.0000000000,HODO3
"0","4406",PITW1L,-121.4568160034,-120.6193749087,45.6818739622,46.3872952368,"130","1066","696",KLICKITAT R NR PITT - LOWER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,PITW1
"0","4409",PITW1U,-121.5114914083,-120.6183537695,45.9253480397,46.5142078128,"1067","2011","1379",KLICKITAT R NR PITT - UPPER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,PITW1
"0","4417",PITW1G,-121.5033690854,-121.1897831607,46.1541109901,46.5167447755,"2013","3672","2388",KLICKITAT R NR PITT - GLACIER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,PITW1
"0","4422",SERO3XL,-120.0806439695,-118.8496022635,43.9844482106,44.9815925957,"557","1371","1079",JOHN DAY RIVER AT SERVICE - LOWER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,SERO3
"0","4449",SERO3XU,-120.0898770417,-118.6993018985,43.8948811069,44.9929301372,"1372","2401","1568",JOHN DAY RIVER AT SERVICE - UPPER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,SERO3
"0","4484",MONO3L,-119.7142860564,-118.3857740452,44.5574923513,45.2793892595,"635","1371","1153",NF JOHN DAY RIV AT - LOWER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,MONO3
"0","4504",MONO3U,-119.7216195558,-118.2268312082,44.4439806258,45.2811620524,"1372","2490","1616",NF JOHN DAY RIV AT - UPPER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,MONO3
"0","4519",JHNO3L,-118.9360847189,-118.5295426130,44.3359260566,44.5367792447,"993","1371","1206",JOHN DAY RIV NR JOHN - LOWER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,JHNO3
"0","4524",JHNO3U,-118.9310390280,-118.4127856269,44.2392103509,44.6100503572,"1372","2643","1742",JOHN DAY RIV NR JOHN - UPPER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,JHNO3
"0","4528",UMAO3X,-119.4868178879,-118.5896859929,45.1629302874,45.9370429773,"122","1675","632",UMATILLA RIVER NEAR UMATILLA - LOCAL,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,UMAO3
"0","4529",MYKO3,-118.7879030437,-118.4094398909,45.3395161226,45.6040593858,"426","1434","987",MCKAY CR NR PILOTROCK,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,MYKO3
"0","4530",PDTO3XL,-118.8039783102,-118.1740663905,45.4444807006,45.9050920309,"365","1066","639",UMATILLA R AT PENDLETON - LOWER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,PDTO3
"0","4536",PDTO3XU,-118.5522502751,-118.1065302493,45.4226448698,45.7701780978,"1067","1758","1263",UMATILLA R AT PENDLETON - UPPER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,PDTO3
"0","4540",GIBO3L,-118.3376476314,-118.0711741894,45.6407413833,45.7668512797,"617","1066","918",UMATILLA R NR GIBBON - LOWER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,GIBO3
"0","4542",GIBO3U,-118.3235153327,-118.0117562794,45.5878784056,45.7871662973,"1067","1645","1318",UMATILLA R NR GIBBON - UPPER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,GIBO3
"0","4544",TCHW1L,-118.7404049910,-117.6998263193,45.7599782390,46.5123169438,"138","1066","500",WALLA WALLA RIV NR TOUCHET - LOWER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,TCHW1
"0","4553",TCHW1U,-118.2960495145,-117.6815300235,45.7640081788,46.3207009694,"1067","1812","1307",WALLA WALLA RIV NR TOUCHET - UPPER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,TCHW1
"0","4559",KIOW1XL,-121.0398900975,-119.4790437971,45.9933146153,46.5318549406,"158","914","442",YAKIMA RIVER AT KIONA - LOWER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,KIOW1
"0","4565",KIOW1XU,-121.1782775501,-119.5850952463,45.9812300276,46.5081305507,"915","1757","1145",YAKIMA RIVER AT KIONA - UPPER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,KIOW1
"0","4571",PARW1XL,-121.0921899215,-120.0541459737,46.4560571204,46.9615336707,"280","1219","683",YAKIMA RIVER NR PARKER - LOWER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,PARW1
"0","4573",PARW1XU,-121.2198119758,-120.7119932034,46.4308353454,46.9952515014,"1220","2054","1500",YAKIMA RIVER NR PARKER - UPPER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,PARW1
"0","4578",NACW1XL,-121.2904380399,-120.7583773619,46.6058946523,46.9496135565,"488","1371","1036",NACHES RIVER NR NACHES - LOWER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,NACW1
"0","4587",NACW1XU,-121.3238289892,-120.7650971497,46.5938379671,46.9747233134,"1372","2210","1611",NACHES RIVER NR NACHES - UPPER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,NACW1
"0","4601",RILW1IL,-121.4176669485,-121.0855456525,46.4743533775,46.6975777000,"857","1372","1139",RIMROCK LAKE NR RIMROCK - LOWER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,RILW1
"0","4605",RILW1IU,-121.4527542400,-121.0750936067,46.4541065194,46.7463561219,"1373","1988","1612",RIMROCK LAKE NR RIMROCK - UPPER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,RILW1
"0","4611",RILW1IG,-121.4577661299,-121.1372358030,46.4771786552,46.5629242112,"1989","2269","2072",RIMROCK LAKE NR RIMROCK - GLACIER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,RILW1
"0","4621",MODO3XU,-121.8135530744,-120.4978098005,44.4983762100,45.3714334697,"1067","3020","1289",DESCHUTES R AT MOODY NR - UPPER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,MODO3
"0","4648",MODO3XL,-121.7305461674,-120.6166849375,44.5426740789,45.6264860574,"73","1066","751",DESCHUTES R AT MOODY NR - LOWER ZONE,NWRFC,f,,PDT,MC_LTRIB,1707.0000000000,MODO3
"0","4670",ARGW1U,-121.9561614827,-121.5942971879,48.1560430691,48.4531845347,"976","1884","1153",NF STILLAGUAMISH NR ARLINGTON - UPPER ZONE,NWRFC,f,,SEW,NW_WASH,1711.0000000000,ARGW1
"0","4693",ARGW1L,-122.0921281383,-121.5896812887,48.1620713141,48.4436660201,"53","975","519",NF STILLAGUAMISH NR ARLINGTON - LOWER ZONE,NWRFC,f,,SEW,NW_WASH,1711.0000000000,ARGW1
"0","4697",WYDW1IL,-123.6379725779,-123.5061537713,47.3833690651,47.5320701655,"243","914","579",WYNOOCHEE DAM AND LAKE - LOWER ZONE,NWRFC,f,,SEW,CHEHALIS,1710.0000000000,WYDW1
"0","4699",WYDW1IU,-123.6480750896,-123.4919554337,47.4356524872,47.5424808981,"915","1329","1052",WYNOOCHEE DAM AND LAKE - UPPER ZONE,NWRFC,f,,SEW,CHEHALIS,1710.0000000000,WYDW1
"0","4710",SPEW1L,-122.1064500024,-121.8491652794,47.0106888460,47.1623425309,"181","1063","527",S PRAIRIE RIV AT S PRAIRIE - LOWER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,SPEW1
"0","4711",SPEW1U,-121.9543091517,-121.8312108373,47.0060926834,47.1172141532,"1068","1654","1284",S PRAIRIE RIV AT S PRAIRIE - UPPER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,SPEW1
"0","4714",PUYW1X,-122.3303699755,-121.8940630706,46.9268745309,47.2974494313,"31","1316","234",PUYALLUP RI AT PUYALLUP - LOCAL,NWRFC,f,,SEW,SouthSound,1711.0000000000,PUYW1
"0","4715",ORTW1L,-122.2739233338,-121.8626624199,46.8052399960,47.0475397797,"122","1066","559",PUYALLUP RIVER NEAR ORTING - LOWER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,ORTW1
"0","4717",ORTW1U,-122.0940055465,-121.8226223622,46.7813101836,46.9587407954,"1067","1828","1354",PUYALLUP RIVER NEAR ORTING - UPPER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,ORTW1
"0","4721",ORTW1G,-121.8723762749,-121.7756054220,46.8235684505,46.9347775318,"1831","3988","2372",PUYALLUP RIVER NEAR ORTING - GLACIER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,ORTW1
"0","4725",NISW1L,-122.0904698166,-121.7822700882,46.6623685145,46.7974330757,"487","1066","785",NISQUALLY RIVER NEAR NATIONAL - LOWER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,NISW1
"0","4726",NISW1U,-122.0584615611,-121.7146845466,46.6516522047,46.8289884804,"1067","1981","1350",NISQUALLY RIVER NEAR NATIONAL - UPPER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,NISW1
"0","4733",NISW1G,-121.8303798464,-121.7202649167,46.8001968281,46.8624671026,"1982","4325","2801",NISQUALLY RIVER NEAR NATIONAL - GLACIER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,NISW1
"0","4735",NEWW1L,-122.9598019499,-122.5252120793,46.5356785666,46.7220811082,"61","487","215",NEWAUKUM R NEAR CHEHALIS - LOWER ZONE,NWRFC,f,,SEW,CHEHALIS,1710.0000000000,NEWW1
"0","4739",NEWW1U,-122.7013297153,-122.4658327476,46.6453176904,46.7330182578,"488","1067","651",NEWAUKUM R NEAR CHEHALIS - UPPER ZONE,NWRFC,f,,SEW,CHEHALIS,1710.0000000000,NEWW1
"0","4742",MMRW1IL,-121.9405810911,-121.4172210188,46.9019970803,47.2372823559,"353","1066","778",MUD MOUNTAIN DAM - LOWER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,MMRW1
"0","4747",MMRW1IU,-121.8975532136,-121.3726389810,46.8556317223,47.2258570902,"1067","1828","1401",MUD MOUNTAIN DAM - UPPER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,MMRW1
"0","4768",MMRW1IG,-121.7686298526,-121.4074651083,46.8446631953,47.0096009744,"1829","4235","2155",MUD MOUNTAIN DAM - GLACIER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,MMRW1
"0","4789",MKNW1X,-122.5664771121,-121.9834214792,46.7765674418,46.9677369775,"98","1401","426",NISQUALLY R AT MCKENNA - LOCAL,NWRFC,f,,SEW,SouthSound,1711.0000000000,MKNW1
"0","4790",MCMW1L,-122.2411691535,-121.9897280099,46.5955932256,46.7447098258,"426","1066","784",MINERAL CREEK NEAR MINERAL - LOWER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,MCMW1
"0","4794",MCMW1U,-122.2289728416,-121.9787232103,46.5932068145,46.7132331677,"1068","1468","1152",MINERAL CREEK NEAR MINERAL - UPPER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,MCMW1
"0","4807",FFXW1L,-122.0523339298,-121.7882475391,46.9446958343,47.0367094002,"435","1066","757",CARBON RIVER NEAR FAIRFAX - LOWER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,FFXW1
"0","4808",FFXW1U,-121.9686051153,-121.7479211027,46.9106280120,47.0419743156,"1067","1827","1404",CARBON RIVER NEAR FAIRFAX - UPPER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,FFXW1
"0","4811",FFXW1G,-121.8459091158,-121.7445616401,46.8589860644,46.9522215768,"1829","4128","2396",CARBON RIVER NEAR FAIRFAX - GLACIER ZONE,NWRFC,f,,SEW,SouthSound,1711.0000000000,FFXW1
"0","4815",DSRW1,-122.6817695293,-122.3232973573,46.6750946570,46.8918143751,"122","1113","420",DESCHUTES R NEAR RAINIER,NWRFC,f,,SEW,SouthSound,1711.0000000000,DSRW1
"0","4816",DOTW1,-123.4169523355,-123.2084957799,46.3778107169,46.6204060461,"122","835","391",CHEHALIS RIVER NEAR DOTY,NWRFC,f,,SEW,CHEHALIS,1710.0000000000,DOTW1
"0","4817",CRPW1X,-123.4407771948,-122.7585845935,46.7277533087,47.0471695404,"44","706","161",CHEHALIS R AT PORTER - LOCAL,NWRFC,f,,SEW,CHEHALIS,1710.0000000000,CRPW1
"0","4818",CGMW1X,-123.4782113284,-122.6289027196,46.3316633085,46.7970199690,"60","741","144",CHEHALIS R NEAR GRAND MOUND - LOCAL,NWRFC,f,,SEW,CHEHALIS,1710.0000000000,CGMW1
"0","4819",BCDW1L,-122.9512141389,-122.4644143576,46.6909640998,46.8598412551,"74","609","286",SKOOKUMCHUCK R NEAR BUCODA - LOWER ZONE,NWRFC,f,,SEW,CHEHALIS,1710.0000000000,BCDW1
"0","4820",BCDW1U,-122.6521003591,-122.4278996362,46.6726119537,46.7961022774,"610","1093","756",SKOOKUMCHUCK R NEAR BUCODA - UPPER ZONE,NWRFC,f,,SEW,CHEHALIS,1710.0000000000,BCDW1
"0","4822",ALRW1X,-122.3735440301,-122.0652148398,46.6557028854,46.8347478120,"349","1186","627",ALDER RESERVOIR - LOCAL,NWRFC,f,,SEW,SouthSound,1711.0000000000,ALRW1
"0","4823",AUBW1X,-122.2160654891,-121.7791570811,47.1975924462,47.4390232517,"59","1114","258",GREEN R NR AUBURN - LOCAL,NWRFC,f,,SEW,GREEN,1711.0000000000,AUBW1
"0","4824",CASW1X,-123.1402947279,-122.4949990945,46.2727757301,46.6552214082,"61","816","169",COWLITZ R AT CASTLE ROCK - LOCAL,NWRFC,f,,PQR,COWLITZ,1708.0000000000,CASW1
"0","4825",CIYW1L,-121.8510343907,-121.5062453506,46.2791042494,46.4816773111,"403","1066","842",CISPUS R ABV YELLOW JACKET CK - LOWER ZONE,NWRFC,f,,SEW,COWLITZ,1708.0000000000,CIYW1
"0","4827",CIYW1U,-121.8402142448,-121.3860585280,46.2068743630,46.5248925527,"1067","3561","1404",CISPUS R ABV YELLOW JACKET CK - UPPER ZONE,NWRFC,f,,SEW,COWLITZ,1708.0000000000,CIYW1
"0","4830",COKW1XL,-122.1112527402,-121.7681994383,46.2707686498,46.5966820260,"269","1066","635",COWLITZ RIVER NEAR KOSMOS - LOWER ZONE,NWRFC,f,,SEW,COWLITZ,1708.0000000000,COKW1
"0","4832",COKW1XU,-122.1273979772,-121.7568069951,46.2563037731,46.6016767120,"1067","1673","1262",COWLITZ RIVER NEAR KOSMOS - UPPER ZONE,NWRFC,f,,SEW,COWLITZ,1708.0000000000,COKW1
"0","4843",CRNW1X,-122.0024099761,-121.7102800176,47.4226605439,47.7802073931,"30","936","265",SNOQUALMIE RIVER NR CARNATION - LOCAL,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,CRNW1
"0","4844",FSSO3,-123.8023513416,-123.0311389893,45.6562429523,46.0932670737,"62","968","355",NEHALEM R NR FOSS,NWRFC,f,,PQR,COASTAL,1710.0000000000,FSSO3
"0","4845",GARW1L,-121.6021449903,-121.4049228677,47.3591317970,47.4500244091,"487","1065","808",SF SNOQUALMIE RIV NEAR GARCIA - LOWER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,GARW1
"0","4846",GARW1U,-121.6052890800,-121.3813807895,47.3436036011,47.4639900755,"1067","1766","1286",SF SNOQUALMIE RIV NEAR GARCIA - UPPER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,GARW1
"0","4850",GLBW1L,-121.6866445254,-121.0985306223,47.5659770337,47.9655444608,"96","1066","702",SKYKOMISH R NEAR GOLD BAR - LOWER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,GLBW1
"0","4857",GLBW1U,-121.6968566754,-121.0660817845,47.5399403137,47.9883733094,"1067","2267","1346",SKYKOMISH R NEAR GOLD BAR - UPPER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,GLBW1
"0","4876",HHDW1IL,-121.8553636237,-121.3147606655,47.1432033281,47.3428681381,"373","1066","771",HOWARD HANSON RES NEAR PALMER - LOWER ZONE,NWRFC,f,,SEW,GREEN,1711.0000000000,HHDW1
"0","4879",HHDW1IU,-121.8533653426,-121.2991047743,47.1184258729,47.3415157156,"1067","1643","1216",HOWARD HANSON RES NEAR PALMER - UPPER ZONE,NWRFC,f,,SEW,GREEN,1711.0000000000,HHDW1
"0","4903",LNDW1X,-121.9661262998,-121.7200275561,47.3186435926,47.4447149034,"189","1173","504",CEDAR R NEAR LANDSBURG - LOCAL,NWRFC,f,,SEW,CEDAR,1711.0000000000,LNDW1
"0","4904",MEWW1NL,-122.5987894770,-121.6232622746,45.8407288740,46.3077084221,"61","1066","671",MERWIN DAM - LOWER ZONE,NWRFC,f,,PQR,LEWIS,1708.0000000000,MEWW1
"0","4919",MEWW1NU,-122.2890191317,-121.4937689310,45.8399079891,46.3255042207,"1067","3629","1298",MERWIN DAM - UPPER ZONE,NWRFC,f,,PQR,LEWIS,1708.0000000000,MEWW1
"0","4956",MORW1IL,-121.7543967188,-121.4426115920,47.2744350945,47.4304386509,"487","1066","805",CHESTER MORSE LK NR NORTH BEND - LOWER ZONE,NWRFC,f,,SEW,CEDAR,1711.0000000000,MORW1
"0","4957",MORW1IU,-121.7608791982,-121.4324630465,47.2604804771,47.4279175343,"1067","1546","1212",CHESTER MORSE LK NR NORTH BEND - UPPER ZONE,NWRFC,f,,SEW,CEDAR,1711.0000000000,MORW1
"0","4967",MPLO3,-123.9572013006,-123.1272521362,43.7615088982,44.2906162750,"67","1019","290",SIUSLAW R NR MAPLETON,NWRFC,f,,PQR,COASTAL,1710.0000000000,MPLO3
"0","4968",MROW1X,-122.0577225406,-121.5271570770,47.6349861076,48.0263742662,"30","1429","277",SNOHOMISH R NEAR MONROE - LOCAL,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,MROW1
"0","4969",MSRW1XL,-122.4436652594,-122.0565760342,46.3940777836,46.5833234110,"196","1065","487",MOSSYROCK RESERVOIR - LOWER ZONE,NWRFC,f,,SEW,COWLITZ,1708.0000000000,MSRW1
"0","4970",MSRW1XU,-122.2284283210,-122.0792662045,46.3772504691,46.5813671443,"1068","1512","1225",MOSSYROCK RESERVOIR - UPPER ZONE,NWRFC,f,,SEW,COWLITZ,1708.0000000000,MSRW1
"0","4974",MYDW1X,-122.5993047611,-122.3103313054,46.4103168267,46.6592176114,"161","1065","390",MAYFIELD RES - LOCAL,NWRFC,f,,SEW,COWLITZ,1708.0000000000,MYDW1
"0","4975",PACW1G,-121.7526761763,-121.4454801375,46.5103578869,46.8568210444,"1983","4003","2419",COWLITZ R AT PACKWOOD - GLACIER ZONE,NWRFC,f,,SEW,COWLITZ,1708.0000000000,PACW1
"0","4986",PACW1L,-121.7331314654,-121.4429047734,46.5568260829,46.8481814102,"323","1066","787",COWLITZ R AT PACKWOOD - LOWER ZONE,NWRFC,f,,SEW,COWLITZ,1708.0000000000,PACW1
"0","4989",PACW1U,-121.7702576611,-121.3603863071,46.5154074954,46.8764017650,"1067","1979","1423",COWLITZ R AT PACKWOOD - UPPER ZONE,NWRFC,f,,SEW,COWLITZ,1708.0000000000,PACW1
"0","4990",RAWW1XL,-122.0027390476,-121.5588406116,46.4836094898,46.7199617742,"269","1066","707",COWLITZ R AT RANDLE - LOWER ZONE,NWRFC,f,,SEW,COWLITZ,1708.0000000000,RAWW1
"0","4996",RAWW1XU,-122.0113504528,-121.4905889345,46.4526850355,46.7478000218,"1067","2137","1293",COWLITZ R AT RANDLE - UPPER ZONE,NWRFC,f,,SEW,COWLITZ,1708.0000000000,RAWW1
"0","5010",RNTW1X,-122.2052611179,-121.8515800984,47.3370981064,47.5017399192,"48","810","173",CEDAR R AT RENTON - LOCAL,NWRFC,f,,SEW,CEDAR,1711.0000000000,RNTW1
"0","5011",SLKW1IL,-121.6910157273,-121.4672503581,47.9051110428,48.0681162452,"469","1066","754",SPADA LAKE - LOWER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,SLKW1
"0","5014",SLKW1IU,-121.6673773437,-121.4593154248,47.9006507008,48.0671529259,"1068","1732","1256",SPADA LAKE - UPPER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,SLKW1
"0","5024",SLTW1X,-121.8619446291,-121.6858947398,47.8950933205,47.9968106572,"124","898","374",SULTAN R BLW PWR PNT NR SULTAN - LOCAL,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,SLTW1
"0","5025",SNQW1L,-121.7360200498,-121.4738093296,47.5904584201,47.6881113262,"370","1065","742",NF SNOQUALMIE R NR SNOQ FALLS - LOWER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,SNQW1
"0","5026",SNQW1U,-121.6660737643,-121.4645161411,47.5850393111,47.6931732319,"1067","1645","1260",NF SNOQUALMIE R NR SNOQ FALLS - UPPER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,SNQW1
"0","5037",SQUW1XL,-121.8905555204,-121.5736028565,47.3891035057,47.6182446415,"59","1064","461",SNOQUALMIE R NEAR SNOQUALMIE - LOWER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,SQUW1
"0","5039",SQUW1XU,-121.7442410719,-121.5662444579,47.3776738595,47.6221091377,"1069","1516","1202",MF SNOQUALMIE R NEAR TANNER - UPPER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,SQUW1
"0","5050",TANW1L,-121.6826768906,-121.3134321014,47.4324158009,47.6008648848,"281","1066","719",MF SNOQUALMIE R NEAR TANNER - LOWER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,TANW1
"0","5054",TANW1U,-121.6840854493,-121.2310130126,47.4166250269,47.6097671373,"1067","2098","1350",MF SNOQUALMIE R NEAR TANNER - UPPER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,TANW1
"0","5059",TIDO3,-123.9283154934,-123.4386060809,44.1975236732,44.5093308133,"83","1156","327",ALSEA R NR TIDEWATER,NWRFC,f,,PQR,COASTAL,1710.0000000000,TIDO3
"0","5060",TILW1,-122.4737047254,-122.0748895676,46.5102624620,46.6934253948,"271","1287","665",TILTON R NEAR CINEBAR,NWRFC,f,,SEW,COWLITZ,1708.0000000000,TILW1
"0","5061",TLRW1IL,-121.6977698469,-121.5190502036,47.6770053947,47.7219585827,"530","1064","791",SF TOLT RESERVOIR - LOWER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,TLRW1
"0","5062",TLRW1IU,-121.6711719738,-121.5162427654,47.6769174392,47.7244862544,"1074","1469","1220",SF TOLT RESERVOIR - UPPER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,TLRW1
"0","5073",TOLW1XL,-121.8323164487,-121.5447106791,47.6640310193,47.7840841400,"142","1066","579",TOLT R NEAR CARNATION - LOWER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,TOLW1
"0","5075",TOLW1XU,-121.7297605745,-121.5433047184,47.6741036836,47.7891338500,"1067","1599","1201",TOLT R NEAR CARNATION - UPPER ZONE,NWRFC,f,,SEW,SNOHOMISH,1711.0000000000,TOLW1
"0","5082",TOTW1L,-122.8683043111,-122.0606253835,46.1526102117,46.4453923367,"62","1066","557",TOUTLE R AT TOWER RD BRIDGE - LOWER ZONE,NWRFC,f,,PQR,COWLITZ,1708.0000000000,TOTW1
"0","5085",TOTW1U,-122.4522060867,-122.0436317542,46.1590762207,46.4140875403,"1067","2400","1276",TOUTLE R AT TOWER RD BRIDGE - UPPER ZONE,NWRFC,f,,PQR,COWLITZ,1708.0000000000,TOTW1
