OBJECTID	ID	NAME	CWA	RFC	LON	LAT	MINLON	MAXLON	MINLAT	MAXLAT
5286	824	LITTLE ROCK RIVER NR GEORGE IA	FSD	MBRFC	-95.8481	43.4062	-96.12458	-95.58875	43.17125	43.69875
5287	SXCI4	BIG SIOUX RIVER HWY 77 AT SIOUX CITY IA	FSD	MBRFC	-96.5996	42.8528	-96.82875	-96.29292	42.50042	43.20292
5288	HAWI4	BIG SIOUX RIVER NR HAWARDEN IA	FSD	MBRFC	-96.4547	43.1697	-96.65375	-96.25125	42.95875	43.37792
5289	SHLI4	FLOYD RIVER NR SHELDON IA	FSD	MBRFC	-95.7025	43.2412	-95.87042	-95.57625	43.15875	43.32375
5290	311	PIPE CR. AT MINNEAPOLIS KS	TOP	MBRFC	-97.6094	39.3083	-97.74958	-97.47208	39.10042	39.46125
5291	BRNK1	SALT CR. AT BARNARD KS	GID	MBRFC	-98.1845	39.2491	-98.44125	-97.95542	39.06708	39.41125
5292	STUI4	W. BR. FLOYD RIVER NR STRUBLE IA	FSD	MBRFC	-96.1188	43.0666	-96.30375	-95.94292	42.89625	43.25292
5293	MRLI4	FLOYD RIVER AT MERRILL IA	FSD	MBRFC	-96.2072	42.8105	-96.37458	-95.99708	42.66708	42.99042
5294	JMEI4	FLOYD RIVER AT JAMES IA	FSD	MBRFC	-96.2757	42.6507	-96.37042	-96.16792	42.52542	42.76958
5295	BRKS2	BIG SIOUX RIVER NR BROOKINGS SD	FSD	MBRFC	-96.8116	44.3041	-97.27458	-96.30125	43.97125	44.64875
5296	WTRS2	BIG SIOUX RIVER NR WATERTOWN SD	ABR	MBRFC	-97.1308	45.1311	-97.29958	-96.96375	44.96292	45.28625
5297	CSWS2	BIG SIOUX RIVER NR CASTLEWOOD SD	ABR	MBRFC	-97.0408	44.8577	-97.25375	-96.85958	44.70458	45.05708
5298	SIOI4	PERRY CR. AT SIOUX CITY IA	FSD	MBRFC	-96.3854	42.6464	-96.47875	-96.29708	42.51292	42.79458
5299	BONS2	BIG SIOUX RIVER AT BRANDON SD	FSD	MBRFC	-96.6404	43.6387	-96.73708	-96.49292	43.51708	43.81958
5300	SLNK1	MULBERRY CR NR SOLOMON KS	ICT	MBRFC	-97.8694	38.7971	-98.07875	-97.64708	38.60458	38.94875
5301	GYSK1	GYPSUM CR. NR GYPSUM KS	ICT	MBRFC	-97.465	38.5183	-97.58292	-97.35542	38.35458	38.67792
5302	869	MAPLE RIVER AT MAPLETON IA UPR	FSD	MBRFC	-95.3868	42.5349	-95.55375	-95.18875	42.25042	42.88208
5303	870	W. F. DITCH AT HORNICK IA UPR	FSD	MBRFC	-95.8843	42.724	-96.07042	-95.69292	42.52958	42.90708
5304	GLEK1	LIMESTONE CR NR GLEN ELDER KS	GID	MBRFC	-98.3624	39.712	-98.54958	-98.20958	39.51708	39.85708
5305	BLTK1	SOLOMON RIVER AT BELOIT KS	GID	MBRFC	-98.2205	39.5133	-98.37042	-98.08458	39.35042	39.74458
5306	GLAK1	SOLOMON RIVER AT GLASCO KS	TOP	MBRFC	-97.8967	39.3771	-97.99958	-97.80125	39.24208	39.51125
5307	MPSK1	SOLOMON RIVER AT MINNEAPOLIS KS	TOP	MBRFC	-97.7629	39.3041	-97.89958	-97.64292	39.08375	39.49042
5308	WIAK1	NF SMOKY HILL RIVER NR WINONA KS	GLD	MBRFC	-101.513	39.1345	-101.78292	-101.28458	38.97125	39.27375
5309	402	NF SOLOMON RIVER NR GOODLAND KS	GLD	MBRFC	-102.068	39.1547	-102.41208	-101.69708	39.00042	39.27792
5310	ADAK1	SALT CR. NR ADA KS	TOP	MBRFC	-97.9453	39.1655	-98.09542	-97.79292	39.03792	39.30292
5311	BTMM8	BOULDER RIVER AT BIG TIMBER MT	None	MBRFC	-110.21	45.463	-110.49958	-109.90125	45.12958	45.85292
5312	ABSM8	STILLWATER RIVER NR ABSAROKEE MT	None	MBRFC	-109.754	45.3475	-110.17042	-109.30958	45.02542	45.61958
5313	2870	JUDITH R NR FT. DANVER MT	GTF	MBRFC	-109.877	46.9432	-110.70375	-109.20542	46.65042	47.30708
5314	2871	JUDITH R NR FT. CAGGET MT	GTF	MBRFC	-109.812	47.3203	-110.64125	-109.19708	46.90042	47.74875
5315	LDKM8	MISSOURI RIVER NR LANDUSKY MT	GTF	MBRFC	-109.684	47.7405	-110.66625	-108.64708	47.03375	48.25708
5316	HLWM8	MUSSELSHELL RIVER AT HARLOWTON MT	BIL	MBRFC	-110.309	46.4731	-110.80375	-109.81792	46.16708	46.79042
5317	2877	MUSSELSHELL R NR MUSSELSHELL MT	BIL	MBRFC	-108.523	46.5091	-109.16208	-108.08458	46.22125	46.82792
5318	VRGM8	MISSOURI RIVER AT VIGELLE MT	None	MBRFC	-110.477	47.7986	-110.79542	-110.15125	47.43375	48.15292
5319	2879	MUSSELSHELL R NR MOSBY MT	GGW	MBRFC	-108.421	46.8766	-109.37458	-107.43458	46.24625	47.39875
5320	HBDM8	HEGBEN DAM MT	None	MBRFC	-111.098	44.736	-111.40792	-110.78458	44.46292	44.93625
5321	CMRM8	MADISON R. NR CAMERON MT	None	MBRFC	-111.405	44.8647	-111.59958	-111.15958	44.69208	45.00292
5322	ELMM8	ENNIS LAKE MT	None	MBRFC	-111.678	45.1155	-111.99125	-111.35125	44.62125	45.57792
5323	SXTM8	SIXTEENMILE CR NR TOSTON MT	None	MBRFC	-110.977	46.1903	-111.39542	-110.51375	45.93792	46.41958
5324	RUPM8	MUSSELSHELL RIVER NR ROUNDUP MT	BIL	MBRFC	-109.002	46.3655	-109.66625	-108.48042	45.97125	46.79458
5325	TOSM8	MISSOURI RIVER AT TOSTON MT	None	MBRFC	-111.527	45.7597	-111.90375	-111.23875	45.39625	46.19042
5326	CYNM8	CANYON FERRY LAKE NR HELENA MT	None	MBRFC	-111.524	46.3598	-111.94125	-111.03875	45.96292	46.79875
5327	HLTM8	HOLTER LAKE MT	None	MBRFC	-111.966	46.6561	-112.34542	-111.47625	46.28792	47.04042
5328	GLGM8	GALLATIN RIVER NR GALLATIN GATEWAY MT	None	MBRFC	-111.219	45.195	-111.54958	-110.85125	44.82958	45.56542
5329	LOGM8	GALLATIN RIVER AT LOGAN MT	None	MBRFC	-111.115	45.729	-111.47875	-110.71792	45.35875	46.08625
5330	CLKM8	CLARK CANYON RES. MT	None	MBRFC	-112.894	44.7968	-113.59958	-112.26792	44.33792	45.21125
5331	RRRM8	RUBY RIVER ABV. RUBY RES. MT	None	MBRFC	-112.088	45.0257	-112.48708	-111.79708	44.76292	45.26542
5332	ALRM8	RUBY RIVER RES. MT	None	MBRFC	-112.115	45.2267	-112.29125	-111.93458	45.16708	45.30292
5333	BARM8	BEAVERHEAD R AT BARRETTS MT	None	MBRFC	-113.02	45.2197	-113.27042	-112.66792	44.92958	45.53208
5334	MDSM8	MADISON R. NR W. YELLOWSTONE MT	None	MBRFC	-110.801	44.5812	-111.10792	-110.54292	44.31708	44.85708
5335	ULMM8	MISSOURI RIVER NR ULM MT	GTF	MBRFC	-111.684	47.3459	-112.05792	-111.35125	47.08792	47.51542
5336	2815	BELT CR. NR MONARCH MT	None	MBRFC	-110.817	47.0348	-111.12042	-110.54292	46.81708	47.22792
5337	GFLM8	MISSOURI R. NR GREAT FALLS MT	None	MBRFC	-111.2	47.4162	-111.52458	-110.92208	47.07542	47.66125
5338	2817	BELT CR NR WALTHAM MT	GTF	MBRFC	-110.786	47.3119	-111.00375	-110.56375	47.07125	47.57792
5339	2818	HIGHWOOD CR NR HIGHWOOD MT	GTF	MBRFC	-110.678	47.4933	-110.85792	-110.49708	47.38375	47.61958
5340	FBNM8	MISSOURI RIVER AT FORT BENTON MT	GTF	MBRFC	-110.965	47.6672	-111.33292	-110.63875	47.40042	47.86125
5341	DTNM8	TETON RIVER NR DUTTON MT	None	MBRFC	-112.279	47.8809	-112.92875	-111.53042	47.60458	48.11958
5342	TFKM8	JEFFERSON R NR THREE FORKS MT	None	MBRFC	-112.046	45.8798	-112.52875	-111.55542	45.50042	46.32792
5343	TBRM8	TIBER DAM MT	None	MBRFC	-111.723	48.5266	-112.69958	-111.05958	48.02542	48.98208
5344	2828	BLACK HORSE LAKE MT	GTF	MBRFC	-111.433	47.6886	-111.67875	-111.17208	47.55458	47.81125
5345	LRRM8	LIMA RES. MT	None	MBRFC	-111.959	44.6466	-112.42042	-111.44708	44.49208	44.82792
5346	2804	DEARBORN R AT MOUTH MT	None	MBRFC	-112.106	47.2598	-112.48708	-111.86792	47.08792	47.40708
5347	CASM8	MISSOURI RIVER AT CASCADE MT	GTF	MBRFC	-111.871	47.1195	-112.24125	-111.60958	46.94625	47.32792
5348	AGSM8	GIBSON RES. MT	None	MBRFC	-112.932	47.6409	-113.18708	-112.67625	47.28375	47.96958
5349	WLLM8	WILLOW CR RES. MT	None	MBRFC	-112.595	47.5194	-112.80792	-112.40125	47.41708	47.61958
5350	SSRM8	SUN RIVER AT SIMMS MT	None	MBRFC	-112.397	47.495	-112.82875	-111.90958	47.26292	47.73625
5351	MDYM8	MUDDY CR AT VAUGHN MT	None	MBRFC	-111.831	47.6811	-112.19958	-111.50958	47.53375	47.83625
5352	VAUM8	SUN RIVER NR VAUGHN MT	GTF	MBRFC	-111.796	47.5412	-112.25792	-111.46375	47.41292	47.66125
5353	EDEM8	SMITH RIVER NR EDEN MT	None	MBRFC	-111.273	46.9576	-111.66625	-110.81792	46.73375	47.24042
5354	SMHM8	SMITH R. NR FT LOGAN	None	MBRFC	-110.984	46.6406	-111.49125	-110.56792	46.28375	46.94875
5355	ULLM8	SMITH RIVER AT TRULY MT (ULM)	None	MBRFC	-111.458	47.1178	-111.77875	-111.05542	46.86708	47.38625
5356	OTWK1	MARAIS DES CYGNES RIVER NR OTTAWA KS	TOP	MBRFC	-95.3895	38.6587	-95.55792	-95.22208	38.45875	38.82375
5357	2407	MARAIS DES CYGNES R NR PEORIA KS	None	MBRFC	-95.2153	38.6877	-95.37458	-95.04292	38.49208	38.85708
5358	OSMK1	MARAIS DES CYGNES RIVER NR OSAWATOMIE KS	EAX	MBRFC	-95.066	38.5804	-95.20792	-94.93875	38.47542	38.71542
5359	SIPK1	POTTAWATOMIE CR. NR SCIPIO KS	TOP	MBRFC	-95.3961	38.2952	-95.60375	-95.17208	38.07542	38.49875
5360	LNEK1	POTTAWATOMIE CR. NR LANE KS	TOP	MBRFC	-95.1785	38.3177	-95.32042	-95.03042	38.10458	38.51542
5361	HILK1	HILLSDALE LAKE NR HILLSDALE KS	EAX	MBRFC	-94.9541	38.7334	-95.13708	-94.79292	38.60042	38.84875
5362	PCPS2	PLATTE CR NR PLATTE SD	FSD	MBRFC	-98.8046	43.5559	-99.12458	-98.45125	43.24208	43.91958
5363	PAHS2	KEYA PAHA R NR KEYAPAHA SD	UNR	MBRFC	-100.483	43.1707	-100.80792	-100.06792	42.95458	43.36542
5364	CCAS2	CHOTEAU CR NR AVON SD	FSD	MBRFC	-98.2393	43.2188	-98.52875	-98.00542	42.88375	43.58625
5365	NCA4	NCA4, ABV ZONE 2232 NE	LBF	MBRFC	-102.487	42.2738	-102.78708	-102.15542	41.87958	42.63625
5366	RDNK1	MARIAS DES CYGNES RIVER NR READING KS	None	MBRFC	-96.0882	38.6969	-96.23708	-95.91375	38.52958	38.87792
5367	LCYK1	LA CYGNE LAKE ON NORTH SUGAR CREEK	EAX	MBRFC	-94.6466	38.4253	-94.72458	-94.55542	38.31292	38.53625
5368	BRGK1	DRAGOON CR NR BURLINGAME KS	TOP	MBRFC	-95.9747	38.7867	-96.14542	-95.80542	38.66708	38.91125
5369	2421	MIDDLE CR NR RANTOUL KS	None	MBRFC	-95.2749	38.4856	-95.45792	-95.11375	38.37542	38.58625
5370	2422	POTTAWATOMIE CR AT OSAWATOMIE KS	None	MBRFC	-95.046	38.4668	-95.16625	-94.92208	38.37542	38.53625
5371	LNDK1	SALT CR. NR LYNDON KS	TOP	MBRFC	-95.8376	38.6205	-96.01625	-95.66375	38.53375	38.73208
5372	MLVK1	MELVERN LAKE NR MELVERN KS	TOP	MBRFC	-95.8974	38.51	-96.14958	-95.68458	38.37958	38.63208
5373	PMNK1	MARAIS DES CYGNES RIVER NR POMONA KS	TOP	MBRFC	-95.5513	38.6033	-95.72042	-95.42208	38.49625	38.71958
5374	QNMK1	MARIAS DES CYGNES RIVER NR QUENEMO KS	TOP	MBRFC	-95.6385	38.4571	-95.85792	-95.42625	38.30458	38.59875
5375	FSKK1	MARMATON RIVER NR FORT SCOTT KS	SGF	MBRFC	-94.7762	37.8669	-94.95375	-94.65125	37.70875	37.99042
5376	DWCM7	DRY WOOD CK NEAR NEVADA, MO	SGF	MBRFC	-94.6105	37.6452	-94.86208	-94.38042	37.45042	37.84458
5377	NVDM7	MARMATON RIVER NR NEVADA MO	SGF	MBRFC	-94.5497	37.8639	-94.72042	-94.35542	37.73375	37.97375
5378	2508	LITTLE DRY WOOD CR. NR NEVADA  MO	SGF	MBRFC	-94.3736	37.6875	-94.50375	-94.25542	37.49208	37.86542
5379	2412	MARIAS DES CYGNES RIVER NR NEW LANCASTER KS	EAX	MBRFC	-94.8123	38.6039	-95.01625	-94.60542	38.40458	38.79042
5380	LCGK1	MARAIS DES CYGNES RIVER AT LA CYGNE KS	EAX	MBRFC	-94.9034	38.3896	-95.11625	-94.73458	38.28375	38.54042
5381	2516	LITTLE SAC RIVER	SGF	MBRFC	-93.5772	37.5311	-93.77875	-93.31375	37.38792	37.68208
5382	STXM7	STOCKTON LAKE NR STOCKTON  MO	SGF	MBRFC	-93.8258	37.4881	-94.03292	-93.65542	37.29625	37.71542
5383	OSCM7	HARRY S. TRUMAN RES AT OSCEOLA  MO	SGF	MBRFC	-93.7214	37.9463	-93.91208	-93.46792	37.70042	38.19042
5384	ARHM7	S. GRAND RIVER NR ARCHIE  MO	EAX	MBRFC	-94.4839	38.6325	-94.68292	-94.27625	38.42125	38.84458
5385	URHM7	S. GRAND RIVER NR URICH  MO	EAX	MBRFC	-94.2491	38.4558	-94.59958	-93.97625	38.27542	38.66542
5386	BLRM7	BIG CR. AT BLAIRSTOWN  MO	EAX	MBRFC	-94.1821	38.7195	-94.47875	-93.88875	38.50042	38.92375
5387	2423	LA CYGNE LAKE ON NORTH SUGAR CREEK	EAX	MBRFC	-94.649	38.3499	-94.69542	-94.60542	38.31292	38.40292
5388	BTLM7	MIAMI CK BLO BUTLER, MO	EAX	MBRFC	-94.4657	38.3389	-94.64125	-94.29292	38.19208	38.48625
5389	FTNK1	LITTLE OSAGE RIVER AT FULTON KS	SGF	MBRFC	-94.9762	38.02	-95.24958	-94.67208	37.87125	38.14458
5390	HTNM7	LITTLE OSAGE RIVER NR HORTON  MO	SGF	MBRFC	-94.5621	38.0117	-94.79958	-94.34292	37.90042	38.13625
5391	POKM7	POMME DE TERRE RIVER NR POLK  MO	SGF	MBRFC	-93.1903	37.4672	-93.40792	-92.92208	37.24625	37.71958
5392	PLKM7	LINDLEY CR. NR POLK  MO	SGF	MBRFC	-93.1832	37.6883	-93.36625	-93.03875	37.55042	37.79458
5393	PTXM7	POMME DE TERRE LAKE NR HERMITAGE  MO	SGF	MBRFC	-93.3563	37.7535	-93.54958	-93.11375	37.52542	37.92792
5394	PVUM7	CEDAR CR. NR PLEASANT VIEW  MO	SGF	MBRFC	-93.9934	37.6408	-94.22875	-93.78875	37.33792	37.89042
5395	GFZM7	TURNBACK CR. ABV GREENFIELD  MO	SGF	MBRFC	-93.7409	37.2421	-93.96625	-93.53042	37.00458	37.44458
5396	MSZM7	LITTLE SAC RIVER NR MORRISVILLE  MO	SGF	MBRFC	-93.3337	37.3496	-93.55375	-93.09292	37.19625	37.50708
5397	DDZM7	SAC RIVER NR DADEVILLE  MO	SGF	MBRFC	-93.5466	37.274	-93.72042	-93.34292	37.04625	37.49875
5398	2603	PIPESTEM CREEK NR MELVILLE ND	BIS	MBRFC	-99.3562	47.3827	-99.73292	-99.10542	47.13792	47.54042
5399	PGEN8	PIPESTEM CREEK NR PINGREE, ND	BIS	MBRFC	-99.0961	47.2432	-99.25375	-98.90958	47.10875	47.44458
5400	2605	JAMES R NR MONTPELIER ND	BIS	MBRFC	-98.5075	46.8992	-98.74542	-98.25958	46.60875	47.21958
5401	LAMN8	JAMES RIVER AT LA MOURE ND	BIS	MBRFC	-98.5586	46.528	-99.00375	-98.22208	46.33375	46.70292
5402	WESS2	ELM RIVER AT WESTPORT SD	BIS	MBRFC	-98.7007	45.8377	-99.15375	-98.39708	45.59208	46.14875
5403	2608	JAMES RIVER NR ADRIAN ND	BIS	MBRFC	-98.8107	46.7198	-99.09542	-98.44292	46.52958	46.89458
5404	MIFI4	LITTLE SIOUX RIVER NR MILFORD IA	FSD	MBRFC	-95.3268	43.5256	-95.59958	-95.08042	43.29625	43.71125
5405	874	SPIRIT LAKE NR SPIRIT LAKE, IA	FSD	MBRFC	-95.1122	43.4555	-95.24125	-94.99292	43.29625	43.66958
5406	LSSI4	LITTLE SIOUX RIVER NR SPENCER, IA	FSD	MBRFC	-95.1895	43.2776	-95.32042	-95.05125	43.18792	43.35292
5407	SPOI4	OCHEYEDAN RIVER NR SPENCER IA	FSD	MBRFC	-95.4672	43.3356	-95.72875	-95.18042	43.04625	43.66542
5408	NLWW4	NORTH FORK LITTLE WIND BLOW FT WASHAKIE RES	None	MBRFC	-109.235	42.9902	-109.39542	-108.98042	42.86292	43.09458
5409	LWWW4	SOUTH FORK LITTLE WIND BLO FT WASHAKIE RES	None	MBRFC	-109.179	42.8954	-109.34958	-108.97208	42.77125	43.01542
5410	LANW4	MIDDLES FORK POPO AGIE BLO SINKS, NR LANDER	None	MBRFC	-109.0	42.7069	-109.15375	-108.78458	42.60042	42.78208
5411	LPLW4	LITTLE POPO AGIE NR LANDER, WY	None	MBRFC	-108.784	42.6288	-109.02875	-108.58042	42.53375	42.74458
5412	PARW4	POPO AGIE RIVER NR ARAPAHOE WY	None	MBRFC	-108.754	42.7697	-109.25792	-108.42625	42.50458	42.97375
5413	LWAW4	LITTLE WIND RIVER NR ARAPAHOE WY	None	MBRFC	-108.909	43.0289	-109.29958	-108.47625	42.84208	43.20708
5414	SPWI4	LITTLE SIOUX RIVER AT SPENCER IA	FSD	MBRFC	-95.184	43.1742	-95.26625	-95.11375	43.07542	43.26125
5415	MWCK1	WILDCAT CREEK AT MANHATTAN  KS	TOP	MBRFC	-96.7719	39.2551	-96.91625	-96.61375	39.15458	39.40292
5416	FTRK1	KANSAS RIVER AT FORT RILEY KS	TOP	MBRFC	-96.8319	39.0241	-96.92875	-96.73042	38.86708	39.16125
5417	JUNK1	CLARKS CR. NR JUNCTION CITY KS	TOP	MBRFC	-96.7154	38.9137	-96.84542	-96.58042	38.79625	39.02792
5418	MHKK1	KANSAS RIVER AT MANHATTAN KS	TOP	MBRFC	-96.6499	39.0669	-96.86625	-96.46375	38.84208	39.24875
5419	MBRW4	MEDICINE BOW R ABV EAST FORK MEDICINE BOW	CYS	MBRFC	-106.355	41.4443	-106.44958	-106.24292	41.34208	41.57375
5420	3180	MEDICINE BOW R AT HIGHWAY 30	CYS	MBRFC	-106.286	41.7029	-106.60792	-105.97625	41.42125	41.91125
5421	SCZM7	OSAGE RIVER ABV SCHELL CITY  MO	SGF	MBRFC	-94.2867	38.07	-94.50375	-94.10958	37.81708	38.36542
5422	TBVM7	OSAGE RIVER NR TABERVILLE, MO	SGF	MBRFC	-94.0895	38.0877	-94.20375	-93.96375	37.93375	38.24875
5423	2511	CLEAR CR. NR TIFFIN  MO	SGF	MBRFC	-94.1476	37.8095	-94.33708	-93.88458	37.56292	38.01125
5424	2519	OSAGE RIVER NR MONEGAW SPRINGS  MO	SGF	MBRFC	-93.9424	38.0702	-94.07042	-93.82625	37.87125	38.24042
5425	PINM7	BIG PINEY RIVER NEAR BIG PINEY MO	SGF	MBRFC	-92.0176	37.357	-92.23292	-91.79708	37.03792	37.69458
5426	NEWM7	LITTLE PINEY CREEK AT NEWBURG, MO	SGF	MBRFC	-91.8223	37.7819	-91.94125	-91.70125	37.55042	37.99458
5427	1755	WESTERN HALF OF JEROME LOCAL	SGF	MBRFC	-92.3015	37.8518	-92.64125	-92.04292	37.65042	38.02375
5428	BIGM7	BIG PINEY RIVER BLO FT LEONARD WOOD	SGF	MBRFC	-92.0845	37.707	-92.18292	-91.98042	37.63375	37.78625
5429	JRMM7	GASCONADE RIVER AT JEROME MO	SGF	MBRFC	-91.9698	37.7522	-92.16208	-91.78042	37.46292	37.98625
5430	HOON1	ELKHORN RIVER AT HOOPER, NE	OAX	MBRFC	-96.7727	41.7641	-97.05375	-96.52625	41.56708	42.04875
5431	UEHN1	LOGAN CR. NR UEHLING NE	OAX	MBRFC	-96.5308	41.8756	-96.69958	-96.41375	41.67958	42.04042
5432	WLON1	ELKHORN RIVER AT WINSLOW, NE	OAX	MBRFC	-96.5449	41.6678	-96.64542	-96.44292	41.57125	41.76958
5433	NKRN1	MAPLE CR. NR NICKERSON NE	OAX	MBRFC	-97.0121	41.6595	-97.30375	-96.51375	41.49208	41.89875
5434	BGKM8	BIG HOLE R. AT WISDOM MT	None	MBRFC	-113.459	45.3672	-113.79542	-113.14708	45.12542	45.64042
5435	MLRM8	BIG HOLE RIVER NR MELROSE MT	None	MBRFC	-112.701	45.6404	-112.98708	-112.45542	45.47542	45.85292
5436	TWNM8	BEAVERHEAD RIVER NR TWIN BRIDGES MT	None	MBRFC	-112.549	45.1119	-113.04958	-112.07625	44.71292	45.43208
5437	BLDM8	BOULDER RIV. NR BOULDER MT	None	MBRFC	-112.326	46.2498	-112.61625	-111.90542	45.99625	46.44458
5438	TWIM8	JEFFERSON RIVER NR TWIN BRIDGE	None	MBRFC	-112.351	45.4338	-113.03292	-111.84292	45.17125	45.71125
5439	BGCW4	BIG GOOSE CRK BLOW BEAVER CREEK	RIW	MBRFC	-107.141	44.7002	-107.25792	-107.02625	44.56708	44.79042
5440	GCAW4	GOOSE CR NEAR ACME WY	BIL	MBRFC	-106.987	44.8545	-107.08292	-106.90542	44.80458	44.91125
5441	BHDM8	BIG HOLE RIVER BLO MUDD CR NR WISCONSIN	None	MBRFC	-113.558	45.6956	-113.95375	-113.16792	45.42958	45.96958
5442	BGDW4	Big Goose Creek abv Ditch	RIW	MBRFC	-107.269	44.5788	-107.40792	-107.15125	44.42958	44.72375
5443	MRDM8	BIG HOLE RIVER AT MAIDEN ROCK	None	MBRFC	-113.049	45.7935	-113.49958	-112.56375	45.41708	46.08625
5444	LTGW4	LITTLE GOOSE CRK AT BIRD FAR RD BRIDGE NR BIGHORN, WY	RIW	MBRFC	-107.037	44.6385	-107.15792	-106.93875	44.55875	44.71542
5445	SHBW4	GOOSE CRK AT SHERIDAN, WY	RIW	MBRFC	-107.024	44.7527	-107.29125	-106.87625	44.57958	44.86125
5446	BHRW4	LITTLE GOOSE CRK IN CANYON NR BIGHORN, WY	RIW	MBRFC	-107.135	44.5561	-107.23292	-107.00542	44.44625	44.64875
5447	belc2	S. BOULDER CR @ ELDORADO SPRINGS, CO	DEN	MBRFC	-105.504	39.9153	-105.72042	-105.27625	39.82542	40.00708
5448	2874	MUSSELSHELL R NR SHAWMUT, MT	BIL	MBRFC	-109.834	46.3641	-110.37458	-109.42625	46.09625	46.76958
5449	LVNM8	MUSSELSHELL R AT LAVINA MT	BIL	MBRFC	-109.524	46.4229	-110.11625	-108.91375	46.01708	46.80708
5450	MTRK1	SMOKY HILL RIVER NR MENTOR, KS	ICT	MBRFC	-97.5862	38.5855	-97.69542	-97.49708	38.42542	38.74042
5451	KANK1	KANOPOLIS LAKE NR KANOPOLIS KS	ICT	MBRFC	-98.1336	38.6721	-98.31625	-97.94708	38.49208	38.86958
5452	LNSK1	SMOKY RIVER AT LINDSBORG, KS	ICT	MBRFC	-97.8403	38.5216	-98.06625	-97.60958	38.35875	38.72375
5453	MTCM4	CLINTON R MT CLEMENS	DTX	NCRFC	-82.9649	42.6365	-83.06625	-82.86375	42.55042	42.71958
5454	MI03C	MACOMB CO FFG	DTX	NCRFC	-82.8492	42.6157	-83.02458	-82.68875	42.42958	42.82375
5455	BHRM4	ROUGE R BIRMINGHAM	DTX	NCRFC	-83.2348	42.592	-83.34542	-83.13042	42.50458	42.66125
5456	SFRM4	ROUGE R SOUTHFIELD	DTX	NCRFC	-83.3165	42.5197	-83.42875	-83.20958	42.41708	42.59875
5457	DETM4	RIVER ROUGE DETROIT	DTX	NCRFC	-83.2496	42.4373	-83.34958	-83.16375	42.33792	42.54875
5458	APKM4	RIVER ROUGE ALLEN PARK	DTX	NCRFC	-83.2584	42.3329	-83.34542	-83.17625	42.26292	42.42375
5459	MI02C	WAYNE CO FFG	DTX	NCRFC	-83.1679	42.2809	-83.43708	-82.85125	42.01292	42.46958
5460	CSRM5	S FK RABBIT R CAMPBELL	FGF	NCRFC	-96.2875	46.0312	-96.46625	-96.10958	45.87125	46.19458
5461	JAHM5	RABBIT R HIWAY 75	FGF	NCRFC	-96.3666	46.1293	-96.51208	-96.23458	46.03792	46.21125
5462	NOPM5	NORTH OTTOWA PROJECT	FGF	NCRFC	-96.1415	46.0035	-96.27875	-96.04292	45.87958	46.16542
5463	GMCM5	GRAND MARAIS CR E GRAND FORKS	FGF	NCRFC	-96.7645	47.9603	-97.08292	-96.44708	47.79208	48.12375
5464	ROWI4	IOWA R ROWAN 4NW	DMX	NCRFC	-93.6532	42.9878	-93.89542	-93.39708	42.71708	43.29042
5465	MILI2	SUGAR CR NR MILFORD	LOT	NCRFC	-87.6977	40.5661	-88.07042	-87.24708	40.37958	40.73625
5466	COLI2	MAZON R NR COAL CITY	LOT	NCRFC	-88.3745	41.0983	-88.67042	-88.12208	40.91292	41.31125
5467	DLLI4	WHITEBREAST CR NR DALLAS	DMX	NCRFC	-93.4863	41.0738	-93.90375	-93.18875	40.88375	41.31542
5468	SORI2	DU PAGE R  SHOREWOOD	LOT	NCRFC	-88.1861	41.635	-88.29542	-88.01792	41.50042	41.76542
5469	PELI4	RED ROCK LK PELLA 5SW	DMX	NCRFC	-93.1709	41.421	-93.36208	-92.94708	41.17125	41.65708
5470	PELI4ROR	RED ROCK LK PELLA 5SW	DMX	NCRFC	-93.1126	41.4153	-93.28708	-92.95125	41.32542	41.50708
5471	DFMI4	FOUR MILE CR  DES MOINES EASTON BLVD	DMX	NCRFC	-93.5886	41.7677	-93.74958	-93.45958	41.58792	41.95292
5472	DESI4	DES MOINES R DES MOINES SE 6TH ST	DMX	NCRFC	-93.654	41.5688	-93.73708	-93.57625	41.49625	41.66125
5473	NRWI4	NORTH R NORWALK 2SE	DMX	NCRFC	-94.0571	41.4308	-94.50375	-93.62625	41.29625	41.55708
5474	IDNI4	MIDDLE R  INDIANOLA	DMX	NCRFC	-94.1238	41.3415	-94.71625	-93.52208	41.11292	41.64042
5475	AKWI4	SOUTH R  ACKWORTH 2SW	DMX	NCRFC	-93.6851	41.1747	-94.05792	-93.41375	40.99208	41.38208
5476	BRGW3	FOX R BURLINGTON	MKX	NCRFC	-88.3331	42.7782	-88.70375	-88.03875	42.50458	43.06125
5477	MUKW3	MUKWONAGO R MUKWONAGO	MKX	NCRFC	-88.4175	42.865	-88.52875	-88.29292	42.76708	42.99458
5478	WKEW3	FOX R WAUKESHA	MKX	NCRFC	-88.2188	43.0838	-88.39125	-88.07208	42.95042	43.21125
5479	NBAI2	N BR CHICAGO R ALBANY	LOT	NCRFC	-87.8204	42.1305	-87.94125	-87.68875	41.90042	42.39042
5480	SWNI4	DES MOINES R SWAN	DMX	NCRFC	-93.4483	41.4885	-93.78708	-93.22208	41.25042	41.76125
5481	LADI4	BIG BEAR CR  LADORA	DVN	NCRFC	-92.5025	41.757	-92.82042	-92.15958	41.66292	41.89458
