USGS_ID	USGS_name	Site_type	Longitude	Latitude	Alt_Lon	Alt_Lat	Elevation	Minlon	Maxlon	Minlat	Maxlat	RFC_ID	NWS_ID	NWS_alt_ID	HSA_ID	CWA_ID	GOES_ID	HUC8	State_Code	NWM Reach ID	Active	PEDTS obs	PEDTS_pred	Hgraph_type
1643580	MONOCACY RIVER NEAR DICKERSON MD	unknown	-77.43574	39.26340	-	-	-	-	-	-	-	-	MRDM2	-	LWX	-	DF11C48E	-	-	-	-	-	-	unknown
-	-	unknown	-88.83490	32.60600	-	-	-	-88.97042	-88.70958	32.45042	32.75708	LMRFC	MRDM6	-	-	JAN	-	-	-	-	-	-	-	unknown
6025250	BIG HOLE RIVER AT MAIDEN ROCK NR DIVIDE MT	unknown	-112.73597	45.70127	-113.04900	45.79350	-	-113.49958	-112.56375	45.41708	46.08625	MBRFC	MRDM8	2865	TFX	-	DDE52316	-	MT	4226632	TRUE	HGIRG	HGIFF	unknown
5059715	-	unknown	-112.73597	45.70127	-113.04900	45.79350	975.54000	-	-	-	-	NCRFC	MRDN8	-	-	-	-	-	ND	14254587	TRUE	HGIRP		unknown
3270000	MAD RIVER NEAR DAYTON OH	unknown	-84.08861	39.79722	-83.98460	39.89030	783.91000	-84.14735	-83.8168	39.74857	40.09099	OHRFC	MRDO1	-	ILN	ILN	DD67215A	-	OH	3986460	TRUE	HPIRG	HPIFF	unknown
6332515	BEAR DEN CREEK NR MANDAREE ND	unknown	-102.76806	47.78722	-	-	-	-	-	-	-	-	MREN8	-	BIS	-	1713856E	-	-	-	-	-	-	unknown
4191058	-	unknown	-102.76806	47.78722	-	-	674.23000	-	-	-	-	OHRFC	MREO1	-	-	-	-	-	OH	15649577	TRUE	HGIRZ		unknown
2427506	ALABAMA RIVER BELOW MILLERS FERRY L&D NR CAMDEN AL	unknown	-87.39778	32.10000	-87.10750	32.17780	0.00000	-87.57042	-86.58875	31.70458	32.72375	SERFC	MRFA1	-	MOB	BMX	DE153092	-	AL	21456722	TRUE	HTIRG	HTIFF	unknown
1608070	-	unknown	-87.39778	32.10000	-87.10750	32.17780	765.00000	-	-	-	-	MARFC	MRFW2	-	-	-	-	-	WV	8420258	TRUE	HGIRZ	HGIFF	unknown
15515060	MARGUERITE C AB EMMA C NR HEALY AK	Stream	-148.72583	64.00889	-	-	-	-	-	-	-	-	MRGA2	-	AFG	-	DD9EF37A	19040507	-	-	-	-	-	unknown
5438170	KISHWAUKEE RIVER AT MARENGO IL	unknown	-88.60849	42.26535	-	-	794.36000	-	-	-	-	NCRFC	MRGI2	-	LOT	-	1660F0FE	-	IL	19285877	TRUE	HGIRG		unknown
7381600	LOWER ATCHAFALAYA RIVER AT MORGAN CITY LA	unknown	-91.21183	29.69261	-	-	-	-	-	-	-	-	MRGL1	-	LCH	-	DD2F00CC	-	-	-	-	-	-	unknown
7288280	BIG SUNFLOWER RIVER NR MERIGOLD MS	unknown	-90.67000	33.83250	-90.59950	34.10750	99.99000	-90.80375	-90.43875	33.79625	34.56542	LMRFC	MRGM6	-	JAN	JAN	17713126	-	MS	17958101	TRUE	HGIRG		unknown
1413500	EAST BRANCH DELAWARE RIVER AT MARGARETVILLE NY	unknown	-74.65361	42.14472	-	-	-	-	-	-	-	MARFC	MRGN6	-	BGM	-	17F491A6	-	NY	1748583	TRUE	HGIRG	HGIFF	unknown
14165500	MCKENZIE RIVER NEAR COBURG OR	Stream	-123.04697	44.11306	-	-	-	-	-	-	-	NWRFC	MRGO3	-	PQR	-	CE5298D4	17090004	OR	23772727	TRUE	HGIRG		unknown
-	-	unknown	-83.35340	38.21450	-	-	-	-83.45792	-83.24292	38.13375	38.30292	OHRFC	MRHK2	-	-	JKL	-	-	-	-	-	-	-	unknown
14164900	MCKENZIE RIVER ABV HAYDEN BR AT SPRINGFIELDOR	Stream	-122.96333	44.07139	-	-	-	-	-	-	-	NWRFC	MRHO3	-	PQR	-	DDCC74D8	17090004	OR	23772749	TRUE	HGIRG	HGIFZ	unknown
7227900	LK MEREDITH NR SANFORD TX	unknown	-101.55083	35.71056	-101.84500	35.66350	-	-102.36625	-101.51792	35.29208	35.91125	ABRFC	MRIT2	-	AMA	AMA	CE71E8A4	-	-	-	-	-	-	unknown
-	-	unknown	-92.04170	47.34590	-	-	-	-92.24958	-91.78875	47.20042	47.46542	NCRFC	MRKM5	-	-	DLH	-	-	-	-	-	-	-	unknown
-	-	unknown	-96.20720	42.81050	-	-	-	-96.37458	-95.99708	42.66708	42.99042	MBRFC	MRLI4	857	-	FSD	-	-	-	-	-	-	-	unknown
7383510	BAYOU DES GLAISES DIV CH NR MOREAUVILLE LA.	unknown	-91.96667	31.00000	-	-	-	-	-	-	-	-	MRLL1	-	LCH	-	DD18D2E0	-	-	-	-	-	-	unknown
1586610	MORGAN RUN NEAR LOUISVILLE MD	unknown	-76.95531	39.45189	-	-	430.00000	-	-	-	-	MARFC	MRLM2	-	LWX	-	163CCE68	-	MD	11688538	TRUE	HGIRG	HGIFF	unknown
9442980	MINERAL CREEK NEAR GLENWOOD NM	unknown	-108.82594	33.42061	-	-	-	-	-	-	-	-	MRLN5	-	ABQ	-	DF08502E	-	-	-	-	-	-	unknown
3121850	-	unknown	-108.82594	33.42061	-	-	886.98000	-	-	-	-	OHRFC	MRLO1	-	-	-	-	-	OH	19389922	TRUE	HGIRG	HGIFE	unknown
5394500	-	unknown	-89.47130	45.35530	-	-	-	-89.69125	-89.20958	45.20458	45.49458	NCRFC	MRLW3	-	-	GRB	-	-	WI	14727088	TRUE	HGIRP	HGIFF	unknown
-	-	unknown	-120.82800	39.79610	-	-	-	-121.34125	-120.40958	39.62542	39.94458	CNRFC	MRMC1	-	-	STO	-	-	-	-	-	-	-	unknown
8012150	MERMENTAU RIVER AT MERMENTAU LA	unknown	-92.59056	30.19000	-92.39650	30.37630	-0.58000	-92.72458	-92.05958	30.14625	30.62375	LMRFC	MRML1	-	LCH	LCH	17CB1750	-	LA	15096243	TRUE	HGIRG	HGIFF	unknown
4044755	MINERS RIVER NR MUNISING MI	unknown	-86.54056	46.48778	-	-	620.00000	-	-	-	-	NCRFC	MRMM4	-	MQT	-	17C15508	-	MI	12021042	TRUE	HGIRG		unknown
6119600	MUSSELSHELL RIVER NR MARTINSDALE MT	unknown	-110.24897	46.47696	-	-	-	-	-	-	-	MBRFC	MRMM8	-	BYZ	-	DDCDF036	-	MT	12619198	FALSE	HGIRZ	HGIFF	unknown
8066850	LUCE BAYOU ITP CANAL AT CAPERS RIDGE NR HARDIN TX	unknown	-94.86901	30.21042	-	-	-	-	-	-	-	-	MRMT2	-	EWX	-	DD51E2FA	-	-	-	-	-	-	unknown
11476500	SF EEL R NR MIRANDA CA	Stream	-123.77500	40.18194	-123.78200	40.02490	218.37000	-123.97875	-123.54708	39.83375	40.21125	CNRFC	MRNC1	-	EKA	-	17359738	18010106	CA	8285120	TRUE	HGIRG	HGIFE	unknown
2299230	MYAKKA RIVER AT NORTH PORT CHARLOTTE FL	unknown	-82.29325	27.04486	-	-	-	-	-	-	-	SERFC	MRNF1	-	TBW	-	D11A31AC	-	FL	16839150	TRUE	HGIRG		unknown
5464695	INDIAN CREEK AT MARION IA	unknown	-91.61186	42.03094	-	-	-	-	-	-	-	NCRFC	MRNI4	-	DVN	-	DDC3C1C4	-	IA	17554979	FALSE	HGIRG		unknown
-	-	unknown	-89.71330	46.27410	-	-	-	-89.95375	-89.50958	46.14625	46.39875	NCRFC	MRNM4	-	-	MQT	-	-	-	-	-	-	-	unknown
6466010	MISSOURI RIVER NR NIOBRARA NEBR.	unknown	-97.98967	42.76878	-	-	1200.00000	-	-	-	-	MBRFC	MRNN1	-	OAX	-	CE377006	-	NE	11758010	TRUE	HGIRG	HGIFE	unknown
1364500	ESOPUS CREEK AT MOUNT MARION NY	unknown	-73.97194	42.03778	-	-	-	-	-	-	-	NERFC	MRNN6	-	ALY	-	DD8DC670	-	NY	6193936	TRUE	HGIRG	HGIFE	unknown
-	-	unknown	-74.08610	42.00210	-	-	-	-74.26847	-73.94192	41.82931	42.18179	NERFC	MRNN6HUD	-	-	ALY	-	-	-	-	-	-	-	unknown
5585500	ILLINOIS RIVER AT MEREDOSIA IL	unknown	-90.55983	39.83117	-90.31720	39.87970	417.68000	-90.75792	-89.96375	39.74625	40.01958	NCRFC	MROI2	-	LSX	LSX	CE484870	-	IL	3595730	TRUE	HGIRG	HGIFF	unknown
3326500	MISSISSINEWA RIVER AT MARION IN	unknown	-85.65953	40.57642	-85.39400	40.39030	774.21000	-85.79541	-84.96792	40.16292	40.6477	OHRFC	MROI3	-	IWX	IWX	CE6B5DE6	-	IN	18503041	TRUE	HGIRG	HGIFF	unknown
5453100	IOWA RIVER AT MARENGO IA	unknown	-92.06461	41.81272	-92.19310	41.81990	720.52000	-92.38292	-92.03042	41.65458	41.99875	NCRFC	MROI4	-	DVN	DVN	CE628300	-	IA	17543597	TRUE	HGIRG	HGIFE	unknown
12150800	SNOHOMISH RIVER NEAR MONROE WA	Stream	-122.04722	47.83111	-	-	13.25000	-	-	-	-	NWRFC	MROW1	-	SEW	-	F00573D2	17110011	WA	24279086	TRUE	HGIRG	HGIFZ	unknown
-	-	unknown	-121.85200	47.84070	-	-	-	-122.07771	-121.50714	47.61498	48.04637	NWRFC	MROW1X	-	-	-	-	-	-	-	-	-	-	unknown
402114105350101	BIG THOMPSON BL MORAINE PARK NR ESTES PARK CO	Stream	-105.58414	40.35386	-	-	-	-	-	-	-	-	MRPC2	-	BOU	-	DE508700	10190006	-	-	-	-	-	snow-dom
4115000	MAPLE RIVER AT MAPLE RAPIDS MI	unknown	-84.69306	43.10972	-84.46810	43.08270	642.58000	-84.85375	-84.06375	42.85458	43.31125	NCRFC	MRPM4	-	GRR	GRR	17019472	-	MI	12232394	TRUE	HGIRZ	HGIFE	unknown
6040800	MADISON RIVER AB POWERPLANT NR MCALLISTER MT	unknown	-111.63386	45.48659	-	-	4690.00000	-	-	-	-	MBRFC	MRPM8	-	TFX	-	D10F827C	-	MT	3054074	TRUE	HGIRG	HGIFF	unknown
6479097	-	unknown	-111.63386	45.48659	-	-	1080.82400	-	-	-	-	MBRFC	MRPN1	-	-	-	-	-	NE	11762298	TRUE	HGIRG	HGIFE	unknown
6361000	MOREAU RIVER AT PROMISE SD	unknown	-100.61339	45.34312	-	-	1597.77000	-	-	-	-	MBRFC	MRPS2	-	ABR	-	16F1373C	-	SD	14496916	TRUE	HGIRG		unknown
-	-	unknown	-105.43200	39.62200	-	-	-	-105.67458	-105.17625	39.51292	39.72792	MBRFC	MRRC2	3217	-	-	-	-	-	-	-	-	-	unknown
-	-	unknown	-89.87860	41.94870	-	-	-	-90.04542	-89.73042	41.77542	42.12375	NCRFC	MRRI2	-	-	DVN	-	-	-	-	-	-	-	unknown
2479000	PASCAGOULA RIVER AT MERRILL MS	unknown	-88.72694	30.97806	-88.67430	31.15360	26.25000	-88.91208	-88.46375	30.92958	31.47792	LMRFC	MRRM6	-	MOB	MOB	17CCF696	-	MS	18121032	TRUE	HGIRG	HGIFF	unknown
272012081482501	MARSHALL DEEP WELL NEAR GARDNER FL	Well	-81.80667	27.33681	-	-	-	-	-	-	-	-	MRSF1	-	TBW	-	176C35DE	-	-	-	-	-	-	unknown
2343225	PATAULA CREEK NEAR GEORGETOWN GA	unknown	-84.97389	31.81822	-	-	-	-	-	-	-	SERFC	MRSG1	-	TAE	-	173630CE	-	GA	3440880	TRUE	HGIRG	HGIFF	unknown
5543500	ILLINOIS RIVER AT MARSEILLES IL	unknown	-88.71708	41.32700	-88.57050	41.31690	462.91000	-88.75375	-88.38875	41.09208	41.51958	NCRFC	MRSI2	-	LOT	LOT	CE62B848	-	IL	14780172	TRUE	HGIRG		unknown
3446000	MILLS RIVER NEAR MILLS RIVER NC	unknown	-82.59500	35.39806	-	-	-	-	-	-	-	LMRFC	MRSN7	-	GSP	-	17E62042	-	NC	22163718	TRUE	HGIRG	HGIFF	unknown
-	-	unknown	-90.22050	46.42310	-	-	-	-90.42875	-90.06375	46.20875	46.64458	NCRFC	MRSW3	-	-	DLH	-	-	-	-	-	-	-	unknown
9371000	MANCOS RIVER NEAR TOWAOC CO.	unknown	-108.74083	37.02750	-	-	-	-	-	-	-	-	MRTC2	-	GJT	-	168A7232	-	-	-	-	-	-	unknown
-	-	unknown	-108.47400	37.13350	-	-	-	-108.35028	-108.30944	37.04722	37.08944	CBRFC	MRTC2LLF	-	-	-	-	-	-	-	-	-	-	unknown
-	-	unknown	-108.40000	37.27100	-	-	-	-108.35639	-108.30944	37.04528	37.09222	CBRFC	MRTC2LUF	-	-	-	-	-	-	-	-	-	-	unknown
-	-	unknown	-94.96030	37.79680	-	-	-	-95.19125	-94.74708	37.61292	37.96542	MBRFC	MRTK1	2525	-	SGF	-	-	-	-	-	-	-	unknown
-	-	unknown	-88.45970	34.54540	-	-	-	-88.58292	-88.34708	34.40458	34.66958	SERFC	MRTM6	-	-	MEM	-	-	-	-	-	-	-	unknown
1403150	WEST BRANCH MIDDLE BROOK NEAR MARTINSVILLE NJ	unknown	-74.59083	40.61222	-	-	-	-	-	-	-	MARFC	MRTN4	-	PHI	-	DDC46308	-	NJ	9513122	TRUE	HGIRG	HGIFF	unknown
4231401	RED CREEK BELOW CO HWY 85 AT MORTIMER NY	unknown	-77.65072	43.09353	-	-	-	-	-	-	-	-	MRTN6	-	BUF	-	175E85D4	-	-	-	-	-	-	unknown
345812079313401	SC-080 NC-194 NR MARSTON NC BLACK CREEK	Well	-79.52833	34.97056	-	-	-	-	-	-	-	-	MRTN7	-	RAH	-	17B9F4FA	-	-	-	-	-	-	unknown
-	-	unknown	-81.49400	39.53970	-	-	-	-82.05219	-81.07208	39.22958	39.88659	OHRFC	MRTO1	-	-	RLX	-	-	-	-	-	-	-	unknown
-	-	unknown	-81.13580	39.67080	-	-	-	-81.34461	-80.93458	39.51292	39.81439	OHRFC	MRTO1N	-	-	RLX	-	-	-	-	-	-	-	unknown
1576000	SUSQUEHANNA RIVER AT MARIETTA PA	unknown	-76.53111	40.05444	-76.83060	40.02140	200.55600	-77.45034	-76.31504	39.67528	40.40688	MARFC	MRTP1	-	CTP	CTP	17AE344E	-	PA	4722217	TRUE	HGIRG	HGIFF	unknown
413026087213601	TAFT PRECIP STATION	Atmosphere	-87.36389	41.50417	-	-	-	-	-	-	-	-	MRVI3	-	LOT	-	17AD2036	-	-	-	-	-	-	unknown
7383500	BAYOU DES GLAISES DIVERSION CH. AT MOREAUVILLE LA	unknown	-91.98250	31.03306	-92.36200	31.16100	-	-92.74542	-92.00125	30.95042	31.37792	LMRFC	MRVL1	-	LCH	LCH	16EF0150	-	-	-	-	-	-	unknown
6453620	MISSOURI RIVER BELOW PONCA CR NEAR VERDEL NE	unknown	-98.08347	42.78814	-	-	1200.47000	-	-	-	-	MBRFC	MRVN1	-	FSD	-	CE12C5A6	-	NE	11758038	TRUE	HGIRG	HGIFE	unknown
11421000	YUBA R NR MARYSVILLE CA	Stream	-121.52389	39.17583	-121.21800	39.29730	-2.95000	-121.54958	-120.75542	39.14208	39.54875	CNRFC	MRYC1	-	STO	-	DDD31032	18020107	CA	7981844	TRUE	HGIRG	HGIFE	snow-dom
413222087555101	RAIN GAGE AT MARLEY CREEK AT MARLEY IL	Atmosphere	-87.93083	41.53944	-	-	-	-	-	-	-	-	MRYI2	-	LOT	-	17025662	-	-	-	-	-	-	unknown
6882510	BIG BLUE R AT MARYSVILLE KS	unknown	-96.66194	39.84194	-96.59930	39.98960	1110.31000	-96.94542	-96.30125	39.81708	40.20292	MBRFC	MRYK1	621	TOP	TOP	CE651A84	-	KS	2277309	TRUE	HGIRG	HGIFE	unknown
2136361	TURKEY CREEK NEAR MARYVILLE SC	unknown	-79.33833	33.32833	-	-	-	-	-	-	-	-	MRYS1	-	ILM	-	DE2310C0	-	-	-	-	-	-	unknown
-	-	unknown	-111.89600	32.71660	-	-	-	-111.835	-111.79444	32.61333	32.65361	CBRFC	MSAA3LLH	-	-	-	-	-	-	-	-	-	-	unknown
-	-	unknown	-112.02200	32.68930	-	-	-	-111.85278	-111.78472	32.52944	32.60028	CBRFC	MSAA3LUH	-	-	-	-	-	-	-	-	-	-	unknown
50065500	RIO MAMEYES NR SABANA PR	Stream	-65.75081	18.32881	-	-	275.00000	-	-	-	-	SERFC	MSAP4	-	SJU	-	DD3447F0	21010005	PR	800040856	TRUE	HGIRG	HGIFF	unknown
301429089145600	MISSISSIPPI SOUND AT USGS MERRILL SHELL BANK LIGHT	Estuary	-89.24278	30.23806	-	-	-	-	-	-	-	-	MSBM6	-	LIX	-	1749A692	-	-	-	-	-	-	unknown
6130500	MUSSELSHELL RIVER AT MOSBY MT	unknown	-107.88916	46.99469	-	-	2493.23000	-	-	-	-	MBRFC	MSBM8	-	GGW	-	D10F618E	-	MT	12723432	TRUE	HGIRG	HGIFF	unknown
1547200	BALD EAGLE CREEK BL SPRING CREEK AT MILESBURG PA	unknown	-77.78667	40.94306	-77.88410	40.85250	-	-78.186	-77.6387	40.69768	41.04232	MARFC	MSBP1	-	CTP	CTP	CE49B4DC	-	PA	8140016	TRUE	HGIRG	HGIFF	unknown
6890100	DELAWARE R NR MUSCOTAH KS	unknown	-95.53250	39.52139	-95.50490	39.62630	920.88000	-95.67042	-95.31375	39.47542	39.80292	MBRFC	MSCK1	219	EAX	EAX	CE638F28	-	KS	745717	TRUE	HGIRG	HGIFE	unknown
-	-	unknown	-84.67250	42.93240	-	-	-	-84.92875	-84.42625	42.81708	43.05292	NCRFC	MSCM4	-	-	GRR	-	-	-	-	-	-	-	unknown
-	-	unknown	-91.95560	44.22530	-	-	-	-92.15375	-91.76375	44.10042	44.38208	NCRFC	MSCM5	-	-	ARX	-	-	-	-	-	-	-	unknown
7241513	SOLDIER CREEK S OF SE 15TH ST. BOONE TOWNSHIP OK	unknown	-97.37327	35.44689	-	-	-	-	-	-	-	-	MSCO2	-	OUN	-	1665F73E	-	-	-	-	-	-	unknown
14185800	MIDDLE SANTIAM R NEAR CASCADIA OR	Stream	-122.37083	44.51528	-	-	-	-	-	-	-	-	MSCO3	-	PQR	-	CE589754	-	-	-	-	-	-	unknown
1547100	SPRING CREEK AT MILESBURG PA	unknown	-77.78583	40.93167	-	-	696.42000	-	-	-	-	MARFC	MSCP1	-	CTP	-	DE43A17C	-	PA	8140404	TRUE	HGIRG	HGIFF	unknown
7342480	MIDDLE SULPHUR RV AT COMMERCE TX	unknown	-95.91528	33.26639	-95.98730	33.32200	-	-96.07458	-95.89292	33.21708	33.43208	LMRFC	MSCT2	-	FWD	FWD	17B2F752	-	-	-	-	-	-	unknown
2207300	YELLOW RIVER AT MILSTEAD GA	unknown	-83.99667	33.69250	-	-	685.46000	-	-	-	-	SERFC	MSDG1	-	FFC	-	17B6670A	-	GA	6331062	TRUE	HGIRG		unknown
-	-	unknown	-98.07370	30.44580	-	-	-	-98.47042	-97.80542	30.22958	30.69875	WGRFC	MSDT2	-	-	EWX	-	-	-	-	-	-	-	unknown
-	-	unknown	-98.32010	30.25270	-	-	-	-98.50375	-98.13875	30.11292	30.40292	WGRFC	MSDT21	-	-	EWX	-	-	-	-	-	-	-	unknown
-	-	unknown	-98.27630	30.57430	-	-	-	-98.54125	-98.04292	30.40042	30.84042	WGRFC	MSDT22	-	-	EWX	-	-	-	-	-	-	-	unknown
-	-	unknown	-98.53440	30.73960	-	-	-	-98.75792	-98.24292	30.57542	30.98208	WGRFC	MSDT23	-	-	EWX	-	-	-	-	-	-	-	unknown
11119750	MISSION C NR MISSION ST NR SANTA BARBARA CA	Stream	-119.72367	34.42663	-	-	-	-	-	-	-	CNRFC	MSEC1	-	LOX	-	DE52C1FE	18060013	CA	17595453	TRUE	HGIRG		unknown
7019317	MATTESE CREEK NEAR MATTESE MO	unknown	-90.34194	38.48178	-	-	-	-	-	-	-	-	MSEM7	-	LSX	-	17AC31BA	-	-	-	-	-	-	unknown
13013650	SNAKE RIVER AT MOOSE WY	Stream	-110.71547	43.65406	-	-	6431.12000	-	-	-	-	NWRFC	MSEW4	-	RIW	-	DE34061C	17040101	WY	23123131	TRUE	HGIRG	HGIFF	snow-dom
3250190	SLATE CREEK AT HIGHWAY 713 NR MT. STERLING KY	unknown	-83.83167	38.02389	-	-	749.59900	-	-	-	-	OHRFC	MSGK2	-	JKL	-	DD513492	-	KY	2091469	TRUE	HGIRG	HGIFF	unknown
-	-	unknown	-96.10920	44.26890	-	-	-	-96.41625	-95.82208	44.09208	44.45292	NCRFC	MSHM5	-	-	FSD	-	-	-	-	-	-	-	unknown
208732885	-	unknown	-96.10920	44.26890	-	-	-	-	-	-	-	SERFC	MSHN7	-	-	-	-	-	NC	8783643	TRUE	HGIRR		unknown
6478523	MISSOURI RIVER NEAR ST. JAMES NE	unknown	-97.08194	42.76111	-	-	1100.00000	-	-	-	-	MBRFC	MSJN1	-	FSD	-	CE12A040	-	NE	11761734	TRUE	HGIRG	HGIFE	unknown
4124200	MANISTEE RIVER NEAR MESICK MI	unknown	-85.82083	44.36306	-85.76680	44.42250	732.22000	-85.88708	-85.64292	44.30458	44.56542	NCRFC	MSKM4	-	APX	APX	DDE6ACDE	-	MI	12120568	TRUE	HGIRG	HGIFE	unknown
208458893	LAKE MATTAMUSKEET E OF NC HWY 94 NR FAIRFIELD NC	unknown	-76.18389	35.50639	-	-	-	-	-	-	-	-	MSKN7	-	MHX	-	DF0AD3CE	-	-	-	-	-	-	unknown
-	-	unknown	-106.93200	32.31300	-	-	-	-107.11072	-106.7575	32.0924	32.54147	WGRFC	MSLN5	-	-	EPZ	-	-	-	-	-	-	-	unknown
12467000	CRAB CREEK NEAR MOSES LAKE WA	Stream	-119.26472	47.18944	-	-	1070.00000	-	-	-	-	NWRFC	MSLW1	-	OTX	-	1636AADC	17020015	WA	24406205	TRUE	HGIRG	HGIFZ	unknown
7069220	SPRING RIVER NEAR MAMMOTH SPRING AR	unknown	-91.52667	36.46028	-	-	-	-	-	-	-	-	MSMA4	-	LZK	-	17B6119A	-	-	-	-	-	-	unknown
-	-	unknown	-90.61140	35.56080	-	-	-	-90.78292	-90.43042	34.98375	36.02375	LMRFC	MSNA4	-	-	MEG	-	-	-	-	-	-	-	unknown
392813092124701	MADISON	Well	-92.21322	39.47031	-	-	-	-	-	-	-	-	MSNM7	-	LSX	-	DE5D74E2	-	-	-	-	-	-	unknown
12377150	MISSION CREEK AB RESERVOIR NR ST. IGNATIUS MT	Stream	-113.97938	47.32282	-	-	-	-	-	-	-	-	MSNM8	-	MSO	-	DE3A8460	17010212	-	-	-	-	-	snow-dom
1408048	WATSON CREEK AT MANASQUAN NJ	unknown	-74.04472	40.11167	-	-	-	-	-	-	-	-	MSNN4	-	PHI	-	15E05B8A	-	-	-	-	-	-	unknown
6799230	-	unknown	-97.57690	41.79870	-	-	1550.27700	-97.77042	-97.41792	41.64208	41.96125	MBRFC	MSON1	742	-	OAX	-	-	NE	17259735	TRUE	HGIRG	HGIFE	unknown
2323566	MANATEE SPRING NR CHIEFLAND FLA	unknown	-82.97694	29.48944	-	-	-	-	-	-	-	-	MSPF1	-	TBW	-	DD8EA498	-	-	-	-	-	-	unknown
5288670	MISSISSIPPI RIVER ABV 37TH AVE. NE IN FRIDLEY MN	unknown	-93.27939	45.04328	-	-	-	-	-	-	-	-	MSPM5	-	MPX	-	16EE10DC	-	-	-	-	-	-	unknown
7064440	CURRENT RIVER AT MONTAUK STATE PARK MO	unknown	-91.67136	37.44792	-	-	894.00000	-	-	-	-	LMRFC	MSPM7	-	SGF	-	DDB4C65C	-	MO	7516577	TRUE	HGIRG	HGIFF	unknown
9415900	MUDDY SPGS AT LDS FARM NR MOAPA NV	unknown	-114.71472	36.72167	-	-	-	-	-	-	-	-	MSPN2	-	VEF	-	DE03844C	-	-	-	-	-	-	unknown
405002074310001	MORRIS PLAINS USGS UNHEATED RAIN GAGE NJ	Atmosphere	-74.51667	40.83389	-	-	-	-	-	-	-	-	MSPN4	-	PHI	-	17E3016E	-	-	-	-	-	-	unknown
-	-	unknown	-74.89490	44.84610	-	-	-	-75.09677	-74.67662	44.65336	45.01342	NERFC	MSPN6STL	-	-	BTV	-	-	-	-	-	-	-	unknown
9415060	MESQUITE CANAL NR MESQUITE NV	unknown	-114.01475	36.80989	-	-	-	-	-	-	-	-	MSQA3	-	VEF	-	DD99B244	-	-	-	-	-	-	unknown
2275197	MOSQUITO CREEK NEAR OKEECHOBEE FL	unknown	-80.78083	27.23694	-	-	-	-	-	-	-	-	MSQF1	-	MLB	-	DD6BD042	-	-	-	-	-	-	unknown
4056500	MANISTIQUE RIVER NEAR MANISTIQUE MI	unknown	-86.16111	46.03056	-86.30430	46.24050	608.42000	-86.67042	-85.82625	45.99208	46.50292	NCRFC	MSQM4	-	MQT	MQT	DD912380	-	MI	12222392	TRUE	HGIRG	HGIFE	unknown
3095500	MOSQUITO CREEK BL MOSQUITO CK DAM NR CORTLAND OH	unknown	-80.75861	41.29972	-80.73980	41.42310	-	-80.83389	-80.65542	41.27836	41.59904	OHRFC	MSQO1	-	CLE	CLE	CE6DE074	-	OH	13153121	TRUE	HTIRG	QTIFG	unknown
14113200	MOSIER CREEK NEAR MOSIER OR	Stream	-121.37611	45.64917	-	-	-	-	-	-	-	-	MSRO3	-	PDT	-	16E85318	17070105	-	-	-	-	-	snow-dom
2162350	MIDDLE SALUDA RIVER NEAR CLEVELAND SC	unknown	-82.53778	35.12000	-	-	-	-	-	-	-	SERFC	MSRS1	-	GSP	-	16DD41DE	-	SC	9865692	TRUE	HGIRG	HGIFF	unknown
-	-	unknown	-122.23400	46.49410	-	-	-	-122.46365	-122.03656	46.37407	46.60332	NWRFC	MSRW1XL	-	-	-	-	-	-	-	-	-	-	unknown
-	-	unknown	-122.13400	46.42930	-	-	-	-122.24841	-122.07012	46.35724	46.46714	NWRFC	MSRW1XU	-	-	-	-	-	-	-	-	-	-	unknown
-	-	unknown	-122.13600	41.13970	-	-	-	-122.29542	-121.90958	40.91292	41.41125	CNRFC	MSSC1	-	-	-	-	-	-	-	-	-	-	unknown
2238500	OCKLAWAHA RIVER AT MOSS BLUFF FL	unknown	-81.88083	29.08111	-81.77100	28.82550	-	-82.07042	-81.48875	28.51261	29.18625	SERFC	MSSF1	-	JAX	MLB	17C7F53E	-	FL	16628636	TRUE	HGIRG	HAIFF	unknown
13310199	MF SALMON RIVER AT MOUTH NR SHOUP ID	Stream	-114.59639	45.29361	-	-	-	-	-	-	-	NWRFC	MSSI1	-	BOI	-	DD9E969C	17060206	ID	23531827	TRUE	HGIRG		snow-dom
3326950	MISSISSINEWA LAKE AT PEORIA IN	unknown	-85.95722	40.71444	-	-	-	-	-	-	-	-	MSSI3	-	IWX	-	CE108358	-	-	-	-	-	-	unknown
-	-	unknown	-88.90450	46.53340	-	-	-	-89.11208	-88.69292	46.30458	46.81542	NCRFC	MSSM4	-	-	MQT	-	-	-	-	-	-	-	unknown
6906000	MUSSEL FORK NEAR MUSSELFORK MO	unknown	-92.94964	39.52353	-	-	-	-	-	-	-	-	MSSM7	-	EAX	-	D11F251A	-	-	-	-	-	-	unknown
-	-	unknown	-74.95180	44.91100	-	-	-	-75.11019	-74.73709	44.79964	45.00662	NERFC	MSSN6STL	-	-	BTV	-	-	-	-	-	-	-	unknown
6879815	WILDCAT C AT SETH CHILDS RD MANHATTAN KS	unknown	-96.61084	39.18474	-	-	1017.64000	-	-	-	-	MBRFC	MSTK1	-	TOP	-	DDDD62CA	-	KS	18841170	TRUE	HGIRG	HGIFE	unknown
